event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,55,55,4223904,4396513,4223898,45,15,1000,0,0,11
2,62,117,2183234,2222130,2217667,25,15,1001,1,0,7
3,43,160,7431533,7474364,3207127,70,48,1003,1,0,10
4,81,241,1043748,1061719,1503983,10,43,1005,1,0,7
5,31,272,10361394,10383653,2901024,90,57,1008,1,0,16
6,58,330,3216770,3266553,2393002,30,1,1008,0,0,11
7,77,407,1669594,1709699,1778629,15,1,1012,0,0,9
8,107,514,5818,5971,324252,1,6,1017,2,0,0
9,57,571,2466760,2520378,219841,25,6,1023,0,0,8
10,67,638,5859500,5898671,328321,50,18,1027,1,0,8
11,49,687,1653417,1704045,222526,15,18,1032,0,0,10
12,39,726,5652760,5725998,275916,50,18,1037,0,0,2
13,50,776,1262874,1295450,203307,15,18,1037,0,0,1
14,75,851,2039219,2040855,160747,20,5,1037,4,0,3
15,68,919,1023597,1035829,85798,10,9,1038,1,0,15
16,81,1000,1096429,1106011,69535,10,10,1046,3,0,11
17,75,1075,4484786,4510577,98045,40,7,1053,1,0,22
18,53,1128,2767103,2789526,74903,25,6,1052,2,0,5
19,42,1170,5568442,5610343,69839,45,8,1053,1,0,7
20,62,1232,843063,872778,42152,10,8,1052,0,0,4
21,63,1295,1672561,1700365,30300,15,13,1049,1,0,11
22,42,1337,5393205,5436536,29629,45,35,1052,1,0,9
23,40,1377,8184764,8225383,32778,65,42,1055,1,0,18
24,72,1449,1150630,1158293,23075,10,35,1059,3,0,5
25,83,1532,312790,327022,12308,5,35,1065,0,0,7
26,70,1602,2766611,2791667,11576,25,23,1066,1,0,5
27,47,1649,5606750,5630743,12341,45,14,1061,2,0,13
28,83,1732,515339,525528,7964,5,25,1060,1,0,2
29,79,1811,931782,958527,3439,10,25,1057,0,0,8
30,50,1861,3338800,3426251,5074,30,25,1058,0,0,13
31,62,1923,1244567,1253553,4587,10,32,1054,3,0,0
32,54,1977,3843822,3950317,5843,30,14,1044,0,0,11
33,144,2121,3638,3771,1342,1,14,1045,0,0,0
34,78,2199,40918,44995,506,1,14,1045,0,0,14
35,54,2253,4949151,5061333,565,40,14,1049,0,0,10
36,90,2343,1254631,1272754,360,10,13,1052,2,0,14
37,43,2386,1395694,1401809,147,15,5,1052,2,0,17
