event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,62,62,2372236,2372844,2372235,30,5,1000,0,0,10
2,55,117,4022520,4022692,2217667,40,0,1001,1,0,10
3,64,181,908508,908616,758104,10,0,1001,0,0,7
4,80,261,1121832,1122124,366710,10,7,1004,0,0,8
5,37,298,8442498,8442655,790209,75,18,1010,1,0,18
6,86,384,98604,98645,168263,1,32,1011,1,0,8
7,70,454,3540469,3540758,195483,30,9,1014,1,0,5
8,81,535,568935,569021,91187,5,19,1021,1,0,14
9,44,579,6698917,6699111,139241,55,10,1025,1,0,9
10,77,656,2320852,2321057,128576,20,10,1027,0,0,7
11,45,701,3070018,3070309,103428,25,5,1028,1,0,14
12,67,768,249279,249314,25534,5,14,1027,2,0,3
13,48,816,1704297,1704458,21510,15,3,1024,1,0,5
14,65,881,4905273,4905641,32446,40,1,1025,1,0,11
15,53,934,4589322,4589720,38851,40,1,1027,1,0,7
16,96,1030,139293,139362,13511,5,25,1030,5,0,11
17,89,1119,1343435,1343567,9204,15,14,1039,1,0,13
18,74,1193,119743,119748,1575,1,12,1045,1,0,0
19,42,1235,5568442,5568849,1555,45,7,1044,1,0,19
20,69,1304,289290,289344,532,5,5,1038,0,0,8
21,55,1359,4094027,4094294,638,35,9,1039,1,0,7
22,47,1406,3218426,3218699,494,30,3,1044,1,0,7
23,52,1458,2808419,2808584,234,25,3,1046,0,0,11
24,72,1530,1125281,1125476,153,10,5,1048,2,0,6
25,81,1611,434357,434505,87,5,5,1053,0,0,6
26,74,1685,1841171,1841259,76,15,4,1054,2,0,5
27,40,1725,9184406,9184656,134,75,1,1056,1,0,15
28,77,1802,1158679,1158861,129,10,5,1055,1,0,1
29,62,1864,4351277,4351458,170,35,1,1051,1,0,7
30,54,1918,2300117,2300294,206,20,4,1052,1,0,16
31,68,1986,430917,431043,149,5,5,1052,1,0,0
32,54,2040,4107390,4107512,202,35,0,1054,1,0,22
33,109,2149,557793,557969,275,5,0,1051,0,0,9
34,54,2203,1856870,1856932,409,15,1,1048,1,0,2
35,64,2267,1879020,1879180,262,15,17,1051,1,0,22
36,93,2360,833623,833781,133,10,10,1050,1,0,0
37,53,2413,463880,463900,28,5,16,1047,1,0,2
