id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
1253,Edin Dzeko,37,3051,29,32.39944411814213,9,5.461562506854534,178,44,4,0,F S,Roma,28,30.11554603278637,34.7612275891006,4.385937634855509
1384,Dries Mertens,35,2573,28,25.144421741366386,9,8.104735537432134,148,57,6,0,F S,Napoli,26,22.860522627830505,37.67081196606159,11.75304532237351
1186,Andrea Belotti,35,3070,26,20.714836724102497,7,4.630480174906552,130,57,5,0,F S,Torino,24,16.90834080427885,19.51798184774816,3.9725863188505173
1293,Gonzalo Higuaín,38,2966,24,19.412508625537157,3,6.201655928045511,134,39,1,0,F S,Juventus,24,19.412508625537157,26.90888499841094,6.43667459487915
1513,Mauro Icardi,34,3030,24,20.680375462397933,8,4.897649142891169,109,43,1,0,F,Inter,21,17.635182356461883,21.163840677589178,2.2115487111732364
1209,Ciro Immobile,36,3128,23,21.186955004930496,3,3.792078875005245,136,41,5,0,F S,Lazio,17,16.619200386106968,21.832038272172213,4.34529818687588
1393,Lorenzo Insigne,37,2946,18,14.79943042807281,9,7.8792796060442924,147,66,2,0,F S,Napoli,16,13.276835409924388,33.14798994362354,18.729357041418552
1210,Keita,31,1938,16,8.736324602738023,3,4.307436838746071,70,43,4,1,F M S,Lazio,14,7.213847512379289,13.986205749213696,3.7908344361931086
1405,Marco Borriello,36,2605,16,8.682231917977333,1,2.3257263507694006,81,24,4,0,F S,Cagliari,15,7.159673817455769,11.108960248529911,3.7500448059290648
1491,Alejandro Gomez,37,3155,16,11.63449206482619,10,10.41488941758871,117,89,6,0,F M,Atalanta,14,10.11189294885844,22.892918987199664,8.976827010512352
1250,Mohamed Salah,31,2498,15,13.411624390631914,11,9.633624494075775,80,71,2,0,F M S,Roma,15,13.411624390631914,29.467472314834595,9.299841596744955
1425,Nikola Kalinic,32,2481,15,15.723518047481775,2,3.334718579426408,91,37,5,1,F S,Fiorentina,14,14.200921032577753,15.919188110157847,2.437295887619257
1382,José Callejón,37,3151,14,12.506548926234245,12,9.206189739517868,86,76,3,1,F,Napoli,14,12.506548926234245,29.337498541921377,10.370100121945143
1125,Carlos Bacca,32,2152,13,14.850958213210106,3,2.608146108686924,56,19,3,0,F S,AC Milan,9,10.283168409019709,12.942244132980704,2.0166895799338818
1360,Diego Falcinelli,36,3147,13,11.441979117691517,3,3.4043245827779174,99,36,7,0,F S,"Crotone,Sassuolo",11,9.91938204318285,12.794176656752825,2.1670915875583887
