id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
42552,57,SavedShot,0.865999984741211,0.47700000762939454,0.02021859958767891,Danilo D&#039;Ambrosio,h,1523,FromCorner,2014,Head,5145,Inter,Cagliari,1,4,2014-09-28 14:00:00,Fredy Guarín,Cross
42561,78,MissedShots,0.8540000152587891,0.32799999237060545,0.034860000014305115,Danilo D&#039;Ambrosio,h,1523,OpenPlay,2014,LeftFoot,5145,Inter,Cagliari,1,4,2014-09-28 14:00:00,Mateo Kovacic,Chipped
42766,84,SavedShot,0.8530000305175781,0.3940000152587891,0.09295059740543365,Danilo D&#039;Ambrosio,a,1523,OpenPlay,2014,LeftFoot,5077,Fiorentina,Inter,3,0,2014-10-05 19:45:00,Mateo Kovacic,Throughball
42767,90,MissedShots,0.885,0.2879999923706055,0.04846230149269104,Danilo D&#039;Ambrosio,a,1523,OpenPlay,2014,LeftFoot,5077,Fiorentina,Inter,3,0,2014-10-05 19:45:00,Mauro Icardi,Pass
45113,54,BlockedShot,0.8880000305175781,0.6630000305175782,0.03626440092921257,Danilo D&#039;Ambrosio,a,1523,FromCorner,2014,LeftFoot,5019,Chievo,Inter,0,2,2014-12-15 20:00:00,Zdravko Kuzmanovic,Cross
48078,56,MissedShots,0.8819999694824219,0.4779999923706055,0.03533770143985748,Danilo D&#039;Ambrosio,a,1523,FromCorner,2014,Head,4896,Napoli,Inter,2,2,2015-03-08 19:45:00,Xherdan Shaqiri,Cross
48297,5,MissedShots,0.84,0.33099998474121095,0.04597559943795204,Danilo D&#039;Ambrosio,h,1523,OpenPlay,2014,LeftFoot,4905,Inter,Cesena,1,1,2015-03-15 19:45:00,Fredy Guarín,Pass
48299,16,MissedShots,0.8219999694824218,0.31,0.038249801844358444,Danilo D&#039;Ambrosio,h,1523,OpenPlay,2014,LeftFoot,4905,Inter,Cesena,1,1,2015-03-15 19:45:00,,TakeOn
48304,24,BlockedShot,0.9430000305175781,0.32099998474121094,0.06362880021333694,Danilo D&#039;Ambrosio,h,1523,OpenPlay,2014,RightFoot,4905,Inter,Cesena,1,1,2015-03-15 19:45:00,Zdravko Kuzmanovic,BallRecovery
49233,80,MissedShots,0.7859999847412109,0.375,0.02314699999988079,Danilo D&#039;Ambrosio,h,1523,OpenPlay,2014,LeftFoot,4859,Inter,AC Milan,0,0,2015-04-19 19:45:00,Hernanes,Pass
50520,66,MissedShots,0.8130000305175781,0.2560000038146973,0.02771719917654991,Danilo D&#039;Ambrosio,a,1523,OpenPlay,2014,LeftFoot,4871,Udinese,Inter,1,2,2015-04-28 19:45:00,Nemanja Vidic,Pass
51230,36,MissedShots,0.7430000305175781,0.325,0.009011659771203995,Danilo D&#039;Ambrosio,h,1523,FromCorner,2014,LeftFoot,4782,Inter,Chievo,0,0,2015-05-03 14:00:00,Nemanja Vidic,HeadPass
51252,80,BlockedShot,0.815,0.305,0.024977900087833405,Danilo D&#039;Ambrosio,h,1523,OpenPlay,2014,LeftFoot,4782,Inter,Chievo,0,0,2015-05-03 14:00:00,Xherdan Shaqiri,Pass
50011,70,MissedShots,0.9209999847412109,0.40900001525878904,0.3066290020942688,Danilo D&#039;Ambrosio,h,1523,OpenPlay,2014,LeftFoot,4799,Inter,Juventus,1,2,2015-05-16 17:00:00,Mateo Kovacic,Chipped
96688,22,Goal,0.9769999694824218,0.5320000076293945,0.8833540081977844,Danilo D&#039;Ambrosio,h,1523,FromCorner,2015,LeftFoot,803,Inter,Sampdoria,3,1,2016-02-20 23:45:00,Jeison Murillo,Pass
97133,16,MissedShots,0.955,0.32099998474121094,0.052535299211740494,Danilo D&#039;Ambrosio,a,1523,OpenPlay,2015,RightFoot,818,Juventus,Inter,2,0,2016-02-28 23:45:00,Mauro Icardi,HeadPass
97997,27,BlockedShot,0.7869999694824219,0.23899999618530274,0.019272299483418465,Danilo D&#039;Ambrosio,h,1523,SetPiece,2015,RightFoot,833,Inter,Bologna,2,1,2016-03-12 23:45:00,Marcelo Brozovic,Pass
98005,57,MissedShots,0.88,0.6370000076293946,0.06377480179071426,Danilo D&#039;Ambrosio,h,1523,OpenPlay,2015,RightFoot,833,Inter,Bologna,2,1,2016-03-12 23:45:00,,None
98007,71,BlockedShot,0.9259999847412109,0.4520000076293945,0.09424489736557007,Danilo D&#039;Ambrosio,h,1523,FromCorner,2015,Head,833,Inter,Bologna,2,1,2016-03-12 23:45:00,Marcelo Brozovic,Cross
98009,75,Goal,0.93,0.48,0.46594399213790894,Danilo D&#039;Ambrosio,h,1523,FromCorner,2015,RightFoot,833,Inter,Bologna,2,1,2016-03-12 23:45:00,Miranda,HeadPass
99621,2,MissedShots,0.7340000152587891,0.34200000762939453,0.010664500296115875,Danilo D&#039;Ambrosio,a,1523,OpenPlay,2015,RightFoot,861,Frosinone,Inter,0,1,2016-04-09 17:00:00,Marcelo Brozovic,HeadPass
