element_in,element_in_cost,element_out,element_out_cost,entry,event,time
16,100,235,103,9139787,37,2026-05-15T08:14:03.778791Z
417,66,82,81,9139787,36,2026-05-08T19:37:56.591966Z
5,72,72,52,9139787,36,2026-05-08T19:37:56.586393Z
33,42,502,46,9139787,34,2026-04-24T16:38:16.383668Z
1,60,670,48,9139787,34,2026-04-24T16:38:16.383467Z
749,43,311,50,9139787,34,2026-04-24T16:38:16.383229Z
547,48,21,72,9139787,34,2026-04-24T16:38:16.382999Z
624,77,730,53,9139787,34,2026-04-24T16:38:16.382795Z
6,61,606,45,9139787,34,2026-04-24T16:38:16.382532Z
311,50,249,76,9139787,34,2026-04-24T12:47:05.054236Z
730,53,691,57,9139787,34,2026-04-24T12:47:05.054009Z
596,72,430,144,9139787,34,2026-04-24T12:47:05.053753Z
21,72,84,54,9139787,34,2026-04-24T12:47:05.053537Z
299,62,82,82,9139787,34,2026-04-24T12:47:05.053311Z
381,140,237,65,9139787,34,2026-04-24T12:47:05.053096Z
382,83,235,104,9139787,34,2026-04-24T12:47:05.052843Z
606,45,77,42,9139787,34,2026-04-24T12:47:05.052602Z
570,42,343,43,9139787,34,2026-04-24T12:47:05.052392Z
568,51,411,50,9139787,34,2026-04-24T12:47:05.052174Z
373,62,151,45,9139787,34,2026-04-24T12:47:05.051929Z
5,71,72,52,9139787,34,2026-04-24T12:47:05.051655Z
670,48,341,39,9139787,34,2026-04-24T12:47:05.051416Z
502,46,139,45,9139787,34,2026-04-24T12:47:05.051101Z
72,52,5,69,9139787,33,2026-04-17T15:56:04.655465Z
237,65,157,61,9139787,33,2026-04-17T15:56:04.649650Z
249,78,252,40,9139787,32,2026-04-10T08:11:48.953105Z
430,144,136,67,9139787,32,2026-04-10T08:11:48.952911Z
84,54,329,60,9139787,32,2026-04-10T08:11:48.952712Z
82,82,485,73,9139787,32,2026-04-10T08:11:48.952497Z
157,61,83,59,9139787,32,2026-04-10T08:11:48.952245Z
77,42,373,61,9139787,32,2026-04-10T08:11:48.952029Z
343,43,317,45,9139787,32,2026-04-10T08:11:48.951799Z
151,45,72,49,9139787,32,2026-04-10T08:11:48.951276Z
411,50,8,63,9139787,32,2026-04-10T08:11:48.951037Z
341,39,470,40,9139787,32,2026-04-10T08:11:48.950803Z
139,45,1,57,9139787,32,2026-04-10T08:11:48.950488Z
485,73,381,140,9139787,31,2026-03-20T16:46:12.404195Z
381,140,517,53,9139787,29,2026-03-03T16:50:03.097973Z
691,57,430,144,9139787,29,2026-03-03T16:50:03.089882Z
329,59,646,53,9139787,28,2026-02-27T01:13:09.002871Z
83,59,237,66,9139787,28,2026-02-27T01:13:08.997803Z
646,53,387,67,9139787,26,2026-02-10T16:37:11.535529Z
8,64,473,52,9139787,26,2026-02-10T16:37:11.529370Z
517,53,84,55,9139787,23,2026-01-24T10:58:15.921966Z
449,93,414,84,9139787,23,2026-01-24T10:58:15.915432Z
237,64,450,80,9139787,22,2026-01-16T00:12:39.813065Z
5,67,291,56,9139787,22,2026-01-16T00:12:39.807876Z
84,56,160,59,9139787,21,2026-01-06T14:23:17.845342Z
473,52,295,47,9139787,19,2025-12-30T15:32:58.923250Z
235,104,382,81,9139787,19,2025-12-30T15:32:58.915174Z
295,47,725,55,9139787,18,2025-12-26T16:38:36.581145Z
382,81,449,91,9139787,18,2025-12-24T17:47:32.671283Z
252,42,178,65,9139787,17,2025-12-20T01:44:23.451052Z
387,67,242,50,9139787,17,2025-12-20T01:44:23.445790Z
725,55,403,58,9139787,16,2025-12-13T10:36:01.296530Z
414,83,237,67,9139787,15,2025-12-05T23:38:57.785865Z
178,66,283,79,9139787,15,2025-12-05T23:38:57.777213Z
242,49,427,53,9139787,14,2025-12-02T17:11:51.880727Z
252,42,283,79,9139787,13,2025-11-29T03:08:49.579801Z
547,49,427,54,9139787,13,2025-11-29T03:08:49.579557Z
414,80,450,79,9139787,13,2025-11-29T03:08:49.579305Z
120,70,237,67,9139787,13,2025-11-29T03:08:49.579013Z
381,142,160,60,9139787,13,2025-11-29T03:08:49.578772Z
191,39,291,54,9139787,13,2025-11-29T03:08:49.578528Z
36,46,403,58,9139787,13,2025-11-29T03:08:49.578261Z
38,44,72,48,9139787,13,2025-11-29T03:08:49.577974Z
106,49,373,59,9139787,13,2025-11-29T03:08:49.577720Z
411,51,317,45,9139787,13,2025-11-29T03:08:49.577461Z
567,39,470,40,9139787,13,2025-11-29T03:08:49.577145Z
32,50,1,57,9139787,13,2025-11-29T03:08:49.576810Z
373,59,5,63,9139787,12,2025-11-21T16:55:42.153285Z
450,79,299,65,9139787,12,2025-11-21T16:55:42.147382Z
136,62,666,90,9139787,11,2025-11-07T13:11:45.173069Z
237,67,660,50,9139787,11,2025-11-07T13:11:45.164393Z
283,77,249,74,9139787,10,2025-10-31T08:40:37.596337Z
