name,time,event
bboost,2025-08-22T00:33:49.822687Z,2
freehit,2025-08-25T22:52:22.809225Z,3
3xc,2025-09-26T17:50:49.423596Z,6
wildcard,2025-11-27T22:19:44.585376Z,13
3xc,2026-02-10T16:25:34.407228Z,26
wildcard,2026-04-09T23:59:07.257526Z,32
bboost,2026-04-17T22:11:38.657057Z,33
freehit,2026-04-20T20:01:05.640793Z,34
