element_in,element_in_cost,element_out,element_out_cost,entry,event,time
727,53,84,54,3531985,37,2026-05-15T15:39:44.050847Z
387,70,120,68,3531985,36,2026-05-08T19:19:15.283731Z
6,61,228,49,3531985,35,2026-04-30T21:02:58.677197Z
338,53,310,57,3531985,34,2026-04-24T14:46:51.933804Z
300,55,120,70,3531985,34,2026-04-23T11:20:36.239170Z
101,48,470,40,3531985,34,2026-04-23T11:20:36.238969Z
531,47,72,51,3531985,34,2026-04-23T11:20:36.238754Z
606,44,260,51,3531985,34,2026-04-23T11:20:36.238547Z
373,62,228,49,3531985,34,2026-04-23T11:20:36.238281Z
440,46,342,44,3531985,34,2026-04-23T11:20:36.238081Z
21,72,84,54,3531985,34,2026-04-23T11:20:36.237873Z
329,60,163,51,3531985,34,2026-04-23T11:20:36.237655Z
381,140,82,79,3531985,34,2026-04-23T11:20:36.237425Z
681,73,430,144,3531985,34,2026-04-23T11:20:36.237157Z
310,57,691,56,3531985,34,2026-04-23T11:20:36.236872Z
342,44,7,56,3531985,33,2026-04-17T15:58:33.149358Z
228,49,295,46,3531985,32,2026-04-10T14:58:01.999602Z
260,51,373,61,3531985,32,2026-04-10T14:58:01.999221Z
72,51,8,59,3531985,32,2026-04-10T14:58:01.998793Z
120,70,47,74,3531985,32,2026-04-10T14:58:01.998419Z
163,51,485,73,3531985,32,2026-04-10T14:58:01.998051Z
84,54,329,60,3531985,32,2026-04-10T14:58:01.997598Z
7,56,38,44,3531985,32,2026-04-10T14:58:01.997184Z
470,40,366,54,3531985,32,2026-04-10T14:58:01.996727Z
430,144,136,72,3531985,32,2026-04-10T14:58:01.996206Z
691,56,64,85,3531985,32,2026-04-10T14:58:01.995731Z
624,76,311,50,3531985,32,2026-04-10T14:58:01.987481Z
38,44,36,47,3531985,31,2026-03-19T21:18:16.266399Z
295,46,260,50,3531985,31,2026-03-19T21:18:16.259527Z
136,71,249,76,3531985,28,2026-02-27T02:25:39.865324Z
449,99,488,69,3531985,28,2026-02-27T02:25:39.864802Z
485,72,235,105,3531985,28,2026-02-27T02:25:39.856347Z
235,105,449,94,3531985,26,2026-02-10T08:50:06.565468Z
249,76,661,89,3531985,26,2026-02-10T08:50:06.559996Z
36,48,473,53,3531985,24,2026-01-31T11:05:57.002007Z
82,76,16,100,3531985,22,2026-01-16T21:18:58.521250Z
366,54,470,40,3531985,22,2026-01-16T21:18:58.521012Z
373,59,575,45,3531985,22,2026-01-16T21:18:58.520744Z
473,53,411,53,3531985,22,2026-01-16T21:18:58.520520Z
5,67,291,56,3531985,22,2026-01-16T21:18:58.520313Z
329,59,84,55,3531985,22,2026-01-16T21:18:58.520054Z
488,72,390,56,3531985,22,2026-01-16T21:18:58.519769Z
449,91,417,68,3531985,22,2026-01-16T21:18:58.519561Z
64,88,624,77,3531985,22,2026-01-16T21:18:58.519345Z
661,89,430,147,3531985,22,2026-01-16T21:18:58.519071Z
417,68,414,88,3531985,21,2026-01-06T16:17:19.209047Z
47,76,582,64,3531985,21,2026-01-06T16:17:19.203561Z
291,56,226,54,3531985,20,2026-01-02T22:57:49.808012Z
411,53,440,44,3531985,18,2025-12-26T12:26:23.234402Z
84,56,449,91,3531985,18,2025-12-26T12:26:23.234010Z
414,90,418,64,3531985,18,2025-12-26T12:26:23.227303Z
467,42,311,50,3531985,17,2025-12-19T22:34:13.741433Z
72,49,575,45,3531985,17,2025-12-19T22:34:13.741116Z
116,40,440,44,3531985,17,2025-12-19T22:34:13.740867Z
403,59,226,54,3531985,17,2025-12-19T22:34:13.740586Z
160,61,449,92,3531985,17,2025-12-19T22:34:13.740096Z
329,56,390,56,3531985,17,2025-12-19T22:34:13.739561Z
82,76,582,64,3531985,17,2025-12-19T22:34:13.739068Z
414,88,418,64,3531985,17,2025-12-19T22:34:13.738570Z
283,78,624,75,3531985,17,2025-12-19T22:34:13.738060Z
390,56,487,64,3531985,16,2025-12-12T20:34:38.593303Z
440,44,473,52,3531985,16,2025-12-12T20:34:38.592782Z
226,53,256,58,3531985,16,2025-12-12T20:34:38.592228Z
449,91,238,65,3531985,16,2025-12-12T20:34:38.584529Z
487,64,47,69,3531985,15,2025-12-05T19:34:23.604298Z
473,52,403,58,3531985,15,2025-12-05T19:34:23.603420Z
582,65,267,65,3531985,15,2025-12-05T19:34:23.595757Z
238,65,82,76,3531985,13,2025-11-28T22:55:44.901313Z
47,69,390,56,3531985,13,2025-11-28T22:55:44.893298Z
267,66,582,68,3531985,10,2025-10-31T22:43:41.473709Z
311,53,562,44,3531985,8,2025-10-17T22:28:44.400816Z
390,57,486,68,3531985,8,2025-10-17T22:28:44.400570Z
624,77,249,76,3531985,8,2025-10-17T22:28:44.400239Z
582,68,236,70,3531985,8,2025-10-17T22:28:44.399772Z
403,59,41,44,3531985,8,2025-10-17T22:28:44.399465Z
260,49,477,50,3531985,8,2025-10-17T22:28:44.399154Z
1,57,366,54,3531985,8,2025-10-17T22:28:44.398842Z
486,69,580,69,3531985,7,2025-10-03T14:43:08.876826Z
16,98,381,145,3531985,6,2025-09-26T21:49:11.206214Z
430,143,661,86,3531985,6,2025-09-26T21:49:11.198037Z
418,64,119,80,3531985,5,2025-09-19T20:11:56.177486Z
82,74,489,63,3531985,4,2025-09-12T20:10:24.962652Z
256,56,402,60,3531985,4,2025-09-12T20:10:24.953980Z
