event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,75,75,468092,471226,468092,5,5,1000,0,0,6
2,35,110,9512674,9515804,3426960,90,5,1001,0,0,7
3,47,157,5739126,5743166,3640287,55,5,1002,0,0,4
4,77,234,1836053,1837334,2155694,20,8,1002,2,0,5
5,49,283,3063933,3071220,1788161,30,8,1004,0,0,4
6,85,368,123806,124458,476105,5,20,1002,2,0,3
7,87,455,390241,391237,185444,5,12,1005,1,0,6
8,98,553,32698,32931,24036,1,1,1007,0,0,12
9,40,593,8044269,8051206,56044,70,1,1011,0,0,9
10,88,681,473917,475122,26389,5,0,1017,1,0,0
11,55,736,638099,640096,9314,10,0,1020,0,0,9
12,70,806,153154,153439,1284,5,5,1022,1,0,6
13,45,851,2379872,2382831,1566,20,3,1025,1,0,13
14,85,936,485082,486028,606,5,5,1026,1,0,3
15,46,982,7108253,7112368,1587,60,5,1030,0,0,6
16,73,1055,2516942,2518568,2439,25,6,1035,4,0,11
17,81,1136,2917314,2919548,2928,25,23,1035,2,0,12
18,56,1192,1905574,1907157,1649,20,33,1035,1,0,20
19,39,1231,7066388,7071439,2015,60,25,1032,1,0,13
20,68,1299,376807,377722,768,5,15,1031,1,0,8
21,67,1366,828160,830197,382,10,15,1033,0,0,11
22,54,1420,1338244,1339221,181,15,5,1034,1,0,7
23,38,1458,9082977,9086723,230,75,9,1036,1,0,14
24,73,1531,942179,944048,140,10,16,1037,1,0,9
25,73,1604,1726924,1728800,144,15,5,1039,2,0,4
26,50,1654,9554606,9556299,587,75,0,1040,1,0,23
27,45,1699,6188421,6197274,712,50,0,1041,0,0,4
28,75,1774,1450259,1452517,727,15,8,1042,1,0,0
29,53,1827,6930871,6932197,1422,55,3,1041,2,0,2
30,66,1893,307402,309597,859,5,3,1044,0,0,15
31,72,1965,176963,177389,438,5,12,1047,1,0,0
32,62,2027,1769285,1771355,405,15,14,1047,1,0,13
33,107,2134,646369,649016,664,5,8,1027,0,0,13
34,66,2200,440380,443716,468,5,8,1028,0,0,8
35,50,2250,6595888,6603668,658,55,8,1030,0,0,13
36,98,2348,395204,396079,268,5,12,1030,1,0,16
37,36,2384,2684275,2684576,159,25,0,1031,3,0,0
