event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,59,59,3111857,3112208,3111856,35,0,1000,0,0,10
2,52,111,4819979,4820274,3227368,45,0,1001,0,0,0
3,52,163,3867310,3867375,2678370,35,16,1003,0,0,14
4,68,231,4440000,4440054,2489563,40,36,1005,2,0,6
5,36,267,8600493,8600646,3418967,75,36,1005,0,0,12
6,91,358,33565,33585,806455,1,19,1006,2,0,10
7,84,442,654072,654112,401438,10,13,1005,1,0,4
8,97,539,42495,42507,70292,1,11,1009,1,0,13
9,46,585,5967855,5967900,97441,50,0,1013,1,0,22
10,95,680,110631,110640,28888,1,1,1018,1,0,8
11,48,728,1906162,1906307,17433,20,1,1023,0,0,13
12,48,776,2782557,2782649,14934,25,6,1028,2,0,17
13,77,853,21292,21351,1338,1,6,1033,0,0,6
14,97,950,52921,52921,173,1,14,1037,1,0,6
15,58,1008,3022795,3022890,196,25,30,1042,2,0,9
16,74,1082,2275279,2275340,325,20,13,1051,3,0,5
17,83,1165,2457094,2457160,352,20,9,1055,2,0,9
18,45,1210,5612086,5612135,467,45,9,1056,0,0,25
19,54,1264,1405812,1405835,185,15,29,1055,2,0,2
20,70,1334,270641,270666,62,5,22,1056,1,0,20
21,73,1407,259011,259020,24,5,22,1059,0,0,7
22,31,1438,10919618,10919652,50,90,18,1060,2,0,17
23,36,1474,9906812,9906934,81,80,21,1059,1,0,15
24,52,1526,7784524,7784544,209,65,1,1058,1,0,6
25,72,1598,1929571,1929724,235,20,19,1057,1,0,8
26,57,1655,7206783,7206888,560,60,17,1054,1,0,16
27,53,1708,2812957,2813104,400,25,17,1056,0,0,12
28,69,1777,2583852,2583945,635,25,9,1057,2,0,1
29,55,1832,6096762,6096945,1089,50,9,1057,0,0,9
30,50,1882,3580522,3580578,1661,30,60,1055,1,0,10
31,63,1945,1060399,1060517,1411,10,74,1048,2,0,0
32,90,2035,11436,11437,262,1,27,1035,0,0,15
33,115,2150,383304,383325,262,5,26,1038,1,0,0
34,47,2197,3021280,3021367,566,25,26,1039,0,0,8
35,62,2259,2200639,2200776,400,20,26,1041,0,0,11
36,81,2340,3031146,3031240,440,25,0,1041,2,0,16
37,26,2366,5605221,5605318,445,45,3,1042,1,0,9
