season_name,total_points,rank
2010/11,2037,45185
2011/12,2078,58469
2012/13,1936,413386
2013/14,2124,550965
2014/15,1993,231342
2015/16,2039,451202
2016/17,2193,74564
2017/18,2260,38612
2018/19,2209,240742
2019/20,2309,40063
2020/21,2405,79495
2021/22,2443,206709
2022/23,2570,33889
2023/24,2490,92891
2024/25,2414,483098
