name,time,event
wildcard,2025-09-13T00:12:20.897637Z,4
bboost,2025-09-19T19:56:48.139238Z,5
3xc,2025-09-26T15:41:56.444699Z,6
freehit,2025-11-23T22:04:21.530759Z,13
3xc,2026-02-10T13:53:22.904000Z,26
wildcard,2026-04-10T16:07:58.995944Z,32
bboost,2026-04-13T21:17:50.260867Z,33
freehit,2026-04-18T18:37:00.457374Z,34
