event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,56,56,3932979,3967451,3932974,45,0,1000,0,0,9
2,43,99,7673712,7687355,5742257,75,0,999,0,0,6
3,59,158,1920624,1926663,3507939,20,49,997,1,0,3
4,89,247,289476,290290,1045377,5,1,996,2,0,11
5,60,307,562890,568682,441584,5,1,1001,0,0,11
6,71,378,962897,969005,254072,10,1,1002,0,0,1
7,56,434,7325121,7333602,600583,65,1,1003,0,0,5
8,79,513,763272,765591,338437,10,11,1008,2,0,14
9,68,581,662916,665121,123512,10,3,1011,1,0,0
10,80,661,1591731,1599315,96248,15,3,1018,0,0,17
11,36,697,7079556,7098755,130043,60,3,1022,0,0,14
12,52,749,1859119,1859277,86422,15,0,1022,5,0,14
13,62,811,288747,292881,30124,5,0,1022,0,0,2
14,65,876,4699745,4713502,43540,40,0,1024,0,0,11
15,98,974,9783,9810,2918,1,6,1024,2,0,10
16,80,1054,1246107,1250466,2747,10,23,1024,4,0,5
17,68,1122,6344945,6353445,7505,55,23,1029,0,0,2
18,63,1185,669804,673302,2724,10,9,1031,0,0,16
19,48,1233,2777665,2790851,1746,25,9,1035,0,0,2
20,61,1294,1045642,1050287,1086,10,4,1037,1,0,3
21,51,1345,5326521,5345152,1687,45,4,1039,0,0,6
22,64,1409,290625,290921,404,5,8,1040,2,0,11
23,40,1449,8256330,8262113,445,65,7,1043,2,0,6
24,61,1510,3875127,3888970,632,35,7,1044,0,0,10
25,83,1593,345658,347769,314,5,3,1047,1,0,6
26,99,1692,30544,30732,43,1,9,1050,2,0,0
27,38,1730,9787640,9809147,97,80,9,1051,0,0,9
28,81,1811,732085,733951,79,10,2,1048,3,0,11
29,61,1872,4427975,4441397,105,35,2,1049,0,0,4
30,46,1918,4887286,4907248,201,40,2,1051,0,0,10
31,63,1981,954686,965608,192,10,2,1047,0,0,9
32,48,2029,6327121,6327528,356,50,33,1043,4,0,5
33,87,2116,2064132,2069351,1751,20,33,1045,0,0,7
34,75,2191,82762,85393,790,1,2,1033,0,0,9
35,53,2244,5352115,5375902,919,45,2,1042,0,0,7
36,95,2339,646742,650329,454,5,0,1044,2,0,24
37,26,2365,5605221,5612699,463,45,12,1045,1,0,25
