event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,69,69,1090649,1229302,1090649,15,0,1000,0,0,11
2,77,146,335126,351078,92642,5,15,1000,1,0,0
3,54,200,3195771,3298316,109087,30,15,1004,0,0,5
4,80,280,1243862,1264513,64942,15,44,1006,2,0,22
5,52,332,2254862,2317809,55627,20,8,1011,1,0,8
6,76,408,492341,508564,23087,5,8,1011,0,0,20
7,82,490,896241,927204,11826,10,5,1012,1,0,6
8,80,570,650821,668671,5546,10,15,1018,1,0,20
9,54,624,3264898,3387262,4854,30,15,1019,0,0,28
10,83,707,1147411,1172615,3548,10,3,1026,2,0,10
11,39,746,5818043,5910006,4255,50,11,1028,1,0,16
12,59,805,769693,781881,1493,10,5,1030,2,0,9
13,69,874,121894,131533,212,1,5,1030,0,0,0
14,69,943,3398170,3537075,322,30,1,1029,0,0,8
15,66,1009,1207972,1259405,177,10,1,1035,0,0,6
16,82,1091,961407,964986,149,10,5,1040,1,0,5
17,86,1177,1824909,1856298,137,15,11,1045,1,0,6
18,47,1224,5110996,5133304,151,45,3,1042,3,0,4
19,33,1257,10021141,10033884,297,80,0,1038,3,0,6
20,83,1340,19714,21672,41,1,0,1037,0,0,3
21,49,1389,6072573,6252162,78,50,0,1037,0,0,12
22,40,1429,6525606,6578790,94,55,1,1036,2,0,27
23,38,1467,8775259,8982389,116,70,1,1039,0,0,13
24,66,1533,2532132,2549885,119,20,26,1037,3,0,3
25,71,1604,2204686,2256431,147,20,50,1040,1,0,3
26,69,1669,3090644,3120789,236,25,22,1040,2,4,23
27,47,1716,5195045,5424306,248,45,22,1041,0,0,9
28,69,1785,2583852,2610913,390,25,16,1040,2,0,2
29,63,1848,3909713,4035656,419,35,16,1039,0,0,13
30,61,1909,774708,830730,336,10,16,1040,0,0,11
31,64,1973,932946,944706,295,10,36,1041,3,0,2
32,58,2031,2553534,2749137,316,20,6,1029,0,0,12
33,115,2146,367414,382358,335,5,6,1030,0,0,14
34,58,2204,1185939,1270530,376,10,6,1030,0,0,13
35,68,2272,977045,1051731,191,10,6,1033,0,0,0
36,72,2344,5357073,5369379,346,45,16,1036,3,0,19
37,14,2358,10208484,10226863,664,80,0,1038,1,0,20
