name,time,event
bboost,2025-09-27T05:23:52.101295Z,6
wildcard,2025-10-24T06:39:39.057790Z,9
3xc,2025-11-29T07:58:00.792637Z,13
freehit,2025-12-22T00:21:24.835606Z,18
3xc,2026-02-10T17:09:18.715284Z,26
wildcard,2026-04-10T17:08:53.827797Z,32
bboost,2026-04-17T23:59:40.671399Z,33
freehit,2026-04-24T08:15:35.186350Z,34
