event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,46,46,6908104,6932705,6908093,75,0,1000,0,0,9
2,38,84,8927235,8937039,8085051,85,0,1000,0,0,4
3,56,136,2847558,2849083,7097906,30,6,1000,3,4,24
4,55,191,8543452,8550995,7450121,75,6,1001,0,0,9
5,54,245,1762173,1764784,6071373,15,1,1002,2,0,19
6,69,314,1227843,1245940,3670582,15,20,999,0,0,10
7,80,394,1123364,1132670,2589589,10,20,1003,0,0,10
8,71,465,1842241,1851578,2113447,20,20,1010,0,0,12
9,41,506,8005090,8007585,2509390,70,2,1013,3,0,8
10,84,590,947131,951838,1852567,10,1,1015,1,0,6
11,49,639,1653417,1663262,1468318,15,1,1019,0,0,9
12,40,679,5562730,5569993,1524414,45,21,1014,2,0,10
13,65,744,198189,201782,716360,5,21,1016,0,0,1
14,69,813,3398170,3410355,703822,30,21,1014,0,0,2
15,63,876,1686905,1692064,511858,15,21,1015,0,0,3
16,81,957,1133457,1139415,401837,10,9,1022,5,0,10
17,103,1060,214793,215989,185147,5,22,1028,1,0,11
18,46,1106,5441815,5449467,192159,45,37,1033,1,0,11
19,49,1155,2458133,2468775,136258,20,37,1031,0,0,2
20,61,1216,1072015,1074586,88988,10,14,1029,2,0,2
21,72,1288,352046,354042,43247,5,5,1030,1,0,8
22,46,1334,3599650,3607019,34486,30,0,1031,1,0,9
23,54,1388,2241044,2250987,18760,20,0,1039,0,0,2
24,66,1454,2452933,2458898,17611,20,4,1040,1,0,9
25,70,1524,2562227,2567331,18297,25,16,1037,2,0,5
26,70,1594,2592432,2603134,17283,25,16,1037,0,0,6
27,65,1659,640630,641860,7190,5,13,1035,1,0,14
28,90,1749,147733,148924,3144,5,12,1038,1,0,3
29,63,1812,3909713,3921492,3215,35,12,1043,0,0,0
30,64,1876,523876,525796,2320,5,29,1044,2,0,15
31,58,1934,1941385,1947301,2546,20,45,1044,2,0,0
32,58,1992,2553534,2585803,2652,20,15,1037,0,0,13
33,134,2126,42342,48710,1028,1,40,1035,1,0,0
34,57,2183,1327992,1339694,1217,15,40,1035,0,0,1
35,60,2243,3015536,3022023,978,25,19,1037,1,0,16
36,87,2330,1724336,1729339,740,15,24,1041,1,0,21
37,21,2351,7506132,7513956,960,60,1,1040,1,0,2
