season_name,total_points,rank
2016/17,1741,2221789
2017/18,2075,635181
2018/19,2430,2925
2019/20,2139,624852
2020/21,2225,750086
2021/22,2577,30344
2022/23,2445,389655
2023/24,2411,315436
2024/25,2278,1771507
