season_name,total_points,rank
2015/16,1634,2455023
2017/18,2129,350097
2018/19,2198,278288
2019/20,2078,1101323
2020/21,2391,102630
2021/22,2540,59109
2022/23,2525,106208
2023/24,2530,37751
2024/25,2591,13130
