event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,32,32,9132927,9183796,9132911,100,0,1000,0,0,16
2,42,74,7951736,8041966,8893267,75,0,1000,0,0,7
3,62,132,1374617,1382229,7573418,15,60,996,3,4,0
4,87,219,364794,385614,4048284,5,1,994,0,0,10
5,49,268,3063933,3191924,3321565,30,1,1002,0,0,12
6,70,338,1079358,1135707,1836795,10,1,1004,0,0,18
7,74,412,2551307,2563257,1527740,25,3,1005,3,0,7
8,90,502,135666,141528,584150,5,3,1012,0,0,12
9,58,560,2374035,2408550,390287,20,2,1015,1,0,10
10,100,660,37051,38155,105183,1,4,1021,2,0,8
11,33,693,8632441,8796068,165055,70,4,1027,0,0,6
12,52,745,1817305,1839554,108104,15,6,1027,2,0,7
13,60,805,374095,397637,43832,5,6,1028,0,0,2
14,83,888,665722,684159,21498,10,3,1026,1,0,6
15,59,947,2698708,2739263,18038,25,2,1029,1,0,7
16,72,1019,2747060,2770325,26278,25,0,1028,4,0,6
17,74,1093,4623817,4705818,40717,40,0,1030,0,0,8
18,55,1148,2222501,2235735,27568,20,4,1026,3,0,20
19,36,1184,8233782,8423252,34982,70,4,1029,0,0,5
20,54,1238,2401629,2423500,31900,20,4,1023,2,0,5
21,54,1292,4457417,4505580,36249,40,6,1021,1,0,17
22,41,1333,5573820,5748497,36626,45,6,1026,0,0,16
23,53,1386,2765953,2784989,21352,25,8,1023,2,0,22
24,67,1453,2177296,2207857,19046,20,13,1025,1,0,3
25,70,1523,2502396,2551837,19626,20,25,1025,1,0,12
26,75,1598,1600438,1628403,14494,15,7,1028,1,0,8
27,45,1643,6553823,6615410,16687,55,15,1027,1,0,16
28,85,1728,348673,366109,9753,5,15,1030,0,0,3
29,83,1811,562532,591834,3439,5,15,1030,0,0,16
30,56,1867,1820889,1843010,3740,15,8,1032,2,0,18
31,66,1933,646442,661585,2737,10,85,1028,2,0,2
32,53,1986,4192241,4363986,3725,35,3,1021,0,0,9
33,140,2126,11994,12687,1048,1,11,1024,1,0,0
34,57,2183,1327992,1392420,1241,15,11,1025,0,0,6
35,68,2251,977045,1040294,641,10,11,1030,0,0,9
36,81,2332,3031146,3059635,682,25,3,1033,2,0,15
37,24,2356,6354043,6388157,765,50,5,1035,1,0,2
