event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,60,60,2856515,2899998,2856514,35,0,1000,0,0,8
2,52,112,4819979,4843885,3032052,45,0,999,0,0,7
3,75,187,145077,145991,439255,5,0,1003,1,0,4
4,81,268,1079428,1082979,207833,10,2,1004,2,0,11
5,52,320,2085575,2107496,161203,20,2,1009,0,0,12
6,86,406,103449,104953,28805,1,4,1009,2,0,6
7,76,482,1876985,1892439,24020,20,4,1011,0,0,10
8,81,563,535512,540955,10278,5,4,1020,0,0,0
9,58,621,2221361,2236169,6302,20,4,1022,0,0,8
10,77,698,2562349,2566134,7511,25,0,1025,3,0,6
11,48,746,1906162,1923908,4174,20,0,1030,0,0,4
12,44,790,4044252,4054200,5230,35,16,1029,2,0,4
13,43,833,2939366,2951640,6706,25,11,1029,1,0,4
14,74,907,2190069,2201704,5981,20,0,1029,1,0,9
15,52,959,4961248,4978124,8257,40,9,1030,1,0,3
16,97,1056,106915,107628,2255,1,9,1034,0,0,16
17,68,1124,6594044,6595526,6589,55,2,1035,4,0,8
18,55,1179,1998828,2013535,4155,20,2,1040,0,0,4
19,47,1226,3384897,3395788,2830,30,3,1038,1,0,12
20,62,1288,843063,852662,1673,10,3,1040,0,0,7
21,66,1354,1103518,1108697,909,10,4,1038,2,0,9
22,44,1398,4507050,4516174,838,40,16,1039,2,0,6
23,32,1430,11010405,11030225,1614,90,16,1043,0,0,6
24,68,1498,1992139,1996223,1434,20,1,1039,3,0,9
25,75,1573,1139882,1154976,1154,10,1,1044,0,0,10
26,64,1637,4647478,4658316,1702,40,1,1044,1,0,7
27,60,1697,1322360,1324634,837,15,12,1041,2,0,13
28,79,1776,905766,911852,664,10,8,1042,1,0,5
29,58,1834,5450685,5459016,986,45,6,1043,1,0,28
30,54,1888,2129170,2151799,1180,20,6,1047,0,0,16
31,63,1951,1060399,1067400,1008,10,8,1045,2,0,0
32,56,2007,3179668,3210524,1217,25,18,1037,0,0,13
33,123,2130,208856,210364,847,5,46,1033,1,0,0
34,54,2184,1751042,1767440,1154,15,46,1033,0,0,3
35,63,2247,2132335,2140532,807,20,15,1033,1,0,17
36,108,2355,60303,60991,177,1,2,1034,1,0,13
37,16,2371,9470133,9481944,344,75,1,1037,1,0,18
