h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.75411,2.22215,1.75411,2.22215,"{'att': 330, 'def': 21}","{'att': 249, 'def': 25}",13,9,2,1,1.0589,w,2023-08-20 18:45:00,1,0,0,3,-0.46804
a,0.494028,1.51003,0.494028,1.51003,"{'att': 284, 'def': 30}","{'att': 150, 'def': 26}",3,8,2,2,0.49500000000000005,d,2023-08-27 16:30:00,0,1,0,1,-1.0160019999999998
h,1.83665,1.05367,1.07536,1.05367,"{'att': 234, 'def': 36}","{'att': 159, 'def': 19}",4,7,2,0,1.9791,w,2023-09-03 18:45:00,1,0,0,3,0.021689999999999987
a,0.895727,3.29559,0.134428,3.29559,"{'att': 227, 'def': 18}","{'att': 201, 'def': 25}",2,14,1,1,0.1521,d,2023-09-17 13:00:00,0,1,0,1,-3.161162
h,1.00903,0.532474,1.00903,0.532474,"{'att': 204, 'def': 18}","{'att': 223, 'def': 26}",2,3,1,0,1.7713999999999999,w,2023-09-22 18:45:00,1,0,0,3,0.4765560000000001
a,0.0667791,1.64987,0.0667791,1.64987,"{'att': 248, 'def': 20}","{'att': 273, 'def': 22}",0,9,0,1,0.0726,l,2023-09-26 18:45:00,0,0,1,0,-1.5830909
h,0.612649,2.71689,0.612649,1.95559,"{'att': 261, 'def': 20}","{'att': 209, 'def': 22}",2,10,0,4,0.1615,l,2023-09-30 13:00:00,0,0,1,0,-1.342941
h,1.51817,1.74518,1.51817,0.983877,"{'att': 236, 'def': 28}","{'att': 177, 'def': 21}",2,4,1,1,1.18,d,2023-10-06 18:45:00,0,1,0,1,0.534293
a,0.808325,2.58184,0.808325,1.82054,"{'att': 155, 'def': 23}","{'att': 229, 'def': 17}",4,1,1,1,0.26139999999999997,d,2023-10-23 16:30:00,0,1,0,1,-1.012215
h,0.462357,1.33241,0.462357,1.33241,"{'att': 233, 'def': 22}","{'att': 194, 'def': 19}",4,4,0,1,0.5202,l,2023-10-28 16:00:00,0,0,1,0,-0.8700530000000001
a,1.20256,2.55177,1.20256,1.79047,"{'att': 287, 'def': 21}","{'att': 173, 'def': 29}",1,9,1,2,0.49229999999999996,l,2023-11-05 17:00:00,0,0,1,0,-0.5879099999999999
h,1.99035,2.22404,1.99035,2.22404,"{'att': 276, 'def': 27}","{'att': 195, 'def': 25}",9,9,2,2,1.1775,d,2023-11-11 14:00:00,0,1,0,1,-0.23368999999999995
a,1.52186,1.94683,1.52186,1.94683,"{'att': 169, 'def': 23}","{'att': 212, 'def': 22}",5,4,2,2,1.075,d,2023-11-27 17:30:00,0,1,0,1,-0.42497000000000007
h,1.65827,1.51659,0.896975,1.51659,"{'att': 332, 'def': 24}","{'att': 225, 'def': 29}",6,3,1,1,1.4910999999999999,d,2023-12-03 11:30:00,0,1,0,1,-0.6196150000000001
a,0.985028,1.8919,0.985028,1.8919,"{'att': 248, 'def': 16}","{'att': 176, 'def': 26}",1,8,1,1,0.7105,d,2023-12-11 17:30:00,0,1,0,1,-0.9068719999999999
h,0.729342,1.84133,0.729342,1.08003,"{'att': 266, 'def': 30}","{'att': 146, 'def': 29}",5,8,2,1,0.4949,w,2023-12-16 14:00:00,1,0,0,3,-0.350688
a,1.1279,3.28691,1.1279,3.28691,"{'att': 382, 'def': 24}","{'att': 162, 'def': 18}",2,19,0,2,0.23659999999999998,l,2023-12-23 17:00:00,0,0,1,0,-2.1590100000000003
a,1.38509,1.4919,1.38509,1.4919,"{'att': 309, 'def': 26}","{'att': 174, 'def': 27}",2,11,0,1,1.2676,l,2023-12-30 11:30:00,0,0,1,0,-0.10681000000000007
h,1.61147,0.994223,1.61147,0.994223,"{'att': 189, 'def': 25}","{'att': 132, 'def': 21}",6,4,1,1,1.8876,d,2024-01-06 17:00:00,0,1,0,1,0.617247
a,0.971265,1.08287,0.971265,1.08287,"{'att': 313, 'def': 25}","{'att': 315, 'def': 31}",1,8,0,1,1.2225000000000001,l,2024-01-14 11:30:00,0,0,1,0,-0.11160499999999995
h,0.493249,2.48407,0.493249,2.48407,"{'att': 248, 'def': 17}","{'att': 297, 'def': 21}",4,8,0,3,0.1513,l,2024-01-21 19:45:00,0,0,1,0,-1.990821
a,2.29888,2.08542,1.44592,2.08542,"{'att': 199, 'def': 19}","{'att': 225, 'def': 22}",3,2,1,2,1.5488,l,2024-01-28 11:30:00,0,0,1,0,-0.6395
h,2.31602,1.07539,2.31602,1.07539,"{'att': 222, 'def': 19}","{'att': 177, 'def': 24}",4,4,3,2,2.2750999999999997,w,2024-02-02 19:45:00,1,0,0,3,1.24063
a,1.10831,1.77523,1.10831,1.77523,"{'att': 389, 'def': 27}","{'att': 186, 'def': 25}",6,7,0,4,0.8479000000000001,l,2024-02-11 14:00:00,0,0,1,0,-0.6669200000000002
a,0.415653,1.52802,0.415653,1.52802,"{'att': 309, 'def': 24}","{'att': 176, 'def': 29}",0,6,0,2,0.43600000000000005,l,2024-02-16 18:00:00,0,0,1,0,-1.1123669999999999
h,0.928229,3.07379,0.928229,3.07379,"{'att': 358, 'def': 20}","{'att': 207, 'def': 10}",4,10,0,4,0.1798,l,2024-02-25 17:00:00,0,0,1,0,-2.145561
a,1.29494,1.53511,0.533641,1.53511,"{'att': 233, 'def': 17}","{'att': 109, 'def': 20}",1,10,1,1,1.1669,d,2024-03-03 14:00:00,0,1,0,1,-1.001469
h,1.03517,0.556534,1.03517,0.556534,"{'att': 103, 'def': 19}","{'att': 154, 'def': 25}",6,3,0,1,1.7733999999999999,l,2024-03-10 11:30:00,0,0,1,0,0.47863599999999995
a,2.01475,1.45145,2.01475,1.45145,"{'att': 450, 'def': 25}","{'att': 157, 'def': 10}",5,7,1,0,1.7661000000000002,w,2024-03-16 17:00:00,1,0,0,3,0.5632999999999999
h,1.97592,1.69372,1.97592,1.69372,"{'att': 303, 'def': 19}","{'att': 192, 'def': 27}",4,5,0,0,1.5408000000000002,d,2024-04-01 17:00:00,0,1,0,1,0.2822
a,0.841362,2.41313,0.841362,2.41313,"{'att': 423, 'def': 14}","{'att': 226, 'def': 28}",1,16,0,3,0.3475,l,2024-04-06 13:00:00,0,0,1,0,-1.571768
h,3.15126,0.136102,3.15126,0.136102,"{'att': 170, 'def': 17}","{'att': 207, 'def': 21}",4,2,1,0,2.9671,w,2024-04-13 13:00:00,1,0,0,3,3.015158
a,2.36614,0.410145,2.36614,0.410145,"{'att': 178, 'def': 19}","{'att': 190, 'def': 25}",6,6,3,0,2.6854,w,2024-04-21 10:30:00,1,0,0,3,1.9559950000000002
h,0.927644,1.09563,0.927644,0.334335,"{'att': 279, 'def': 31}","{'att': 250, 'def': 22}",6,3,1,1,1.1154,d,2024-04-27 13:00:00,0,1,0,1,0.5933090000000001
a,1.81298,0.923968,1.81298,0.923968,"{'att': 73, 'def': 17}","{'att': 230, 'def': 15}",5,3,1,1,2.1475,d,2024-05-05 10:30:00,0,1,0,1,0.889012
h,0.3485,1.63735,0.3485,1.63735,"{'att': 112, 'def': 17}","{'att': 306, 'def': 21}",4,3,0,2,0.3335,l,2024-05-13 16:30:00,0,0,1,0,-1.28885
h,1.03049,2.22033,1.03049,2.22033,"{'att': 312, 'def': 17}","{'att': 282, 'def': 37}",7,5,0,2,0.5853,l,2024-05-18 16:00:00,0,0,1,0,-1.1898400000000002
a,0.622384,1.83014,0.622384,1.83014,"{'att': 381, 'def': 18}","{'att': 172, 'def': 32}",2,10,0,0,0.5141,d,2024-05-26 16:00:00,0,1,0,1,-1.207756
