event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,55,55,4223904,4408129,4223898,45,0,1000,0,0,13
2,65,120,1516249,1548711,1688590,15,0,1000,0,0,8
3,65,185,865963,878761,541869,10,4,1002,2,0,16
4,83,268,714713,740768,202885,10,4,1002,0,0,12
5,49,317,3363593,3384738,211124,30,8,1007,2,0,16
6,86,403,98604,101605,37694,1,5,1010,1,0,7
7,70,473,3399943,3458303,51054,30,5,1013,0,0,6
8,69,542,2298103,2346291,56047,20,5,1020,0,0,16
9,42,584,7475951,7514647,102464,65,0,1017,1,0,6
10,86,670,626989,647129,55187,10,0,1019,0,0,19
11,43,713,4044191,4046903,51004,35,19,1020,4,0,0
12,42,755,4486701,4559795,59561,40,19,1023,0,0,28
13,45,800,2228322,2283453,58399,20,17,1018,0,0,2
14,63,863,5359071,5435268,88628,45,17,1022,0,0,8
15,56,919,3627283,3653058,85798,30,5,1028,2,0,7
16,63,982,5288459,5296729,155691,45,5,1031,1,0,7
17,84,1066,2279596,2291251,144696,20,0,1034,3,0,7
18,41,1107,7474955,7571378,184073,60,0,1040,0,0,12
19,47,1154,3384897,3414879,141698,30,0,1034,1,0,6
20,72,1226,204603,204872,56866,5,3,1030,4,0,2
21,68,1294,758931,777262,32438,10,14,1029,1,0,15
22,47,1341,3218426,3245382,24611,30,16,1032,1,0,14
23,49,1390,3836557,3934026,16887,35,16,1035,0,0,9
24,74,1464,821006,834330,10548,10,8,1033,2,0,2
25,65,1529,4033279,4128212,14317,35,8,1036,0,0,15
26,53,1582,8637471,8652806,30654,70,1,1035,2,0,8
27,49,1631,4292797,4401834,28607,35,1,1033,0,0,8
28,80,1711,816705,830750,21538,10,3,1035,2,0,3
29,88,1799,274750,285739,6631,5,3,1036,0,0,12
30,62,1861,722495,738175,5120,10,55,1037,1,0,13
31,63,1924,1060399,1076581,4360,10,82,1036,2,0,8
32,58,1982,2553534,2675470,4588,20,14,1024,0,0,9
33,128,2110,126689,133119,2421,1,59,1022,1,0,0
34,73,2183,124244,136250,1228,1,59,1023,0,0,3
35,57,2240,4069677,4099014,1147,35,32,1023,1,0,18
36,99,2339,334669,342905,464,5,32,1027,1,0,7
37,28,2367,4906980,4934837,415,40,10,1027,1,0,3
