h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.13868,0.68684,1.13868,0.68684,"{'att': 281, 'def': 17}","{'att': 390, 'def': 23}",8,7,2,2,1.7331,d,2024-08-19 19:30:00,0,1,0,1,0.4518399999999999
h,1.42393,0.596524,1.42393,0.596524,"{'att': 298, 'def': 20}","{'att': 272, 'def': 24}",8,7,3,0,2.1292999999999997,w,2024-08-25 19:30:00,1,0,0,3,0.8274059999999999
h,3.88587,0.855829,3.88587,0.855829,"{'att': 214, 'def': 11}","{'att': 310, 'def': 12}",17,1,0,0,2.8557,d,2024-08-28 19:30:00,0,1,0,1,3.030041
a,1.58613,0.252231,1.58613,0.252231,"{'att': 302, 'def': 9}","{'att': 346, 'def': 28}",6,4,1,0,2.5736999999999997,w,2024-08-31 17:00:00,1,0,0,3,1.3338990000000002
h,3.22965,0.18311,3.22965,0.18311,"{'att': 215, 'def': 11}","{'att': 329, 'def': 16}",4,1,3,0,2.9348,w,2024-09-15 19:00:00,1,0,0,3,3.04654
a,0.554066,1.68952,0.554066,1.68952,"{'att': 286, 'def': 20}","{'att': 253, 'def': 21}",7,1,1,1,0.4759,d,2024-09-22 19:00:00,0,1,0,1,-1.135454
a,0.778357,1.76126,0.778357,1.76126,"{'att': 416, 'def': 26}","{'att': 262, 'def': 19}",1,8,1,0,0.5736,w,2024-09-26 19:00:00,1,0,0,3,-0.9829030000000001
h,1.05477,0.660987,1.05477,0.660987,"{'att': 342, 'def': 13}","{'att': 345, 'def': 20}",7,7,1,1,1.7215,d,2024-09-29 19:00:00,0,1,0,1,0.393783
a,0.561748,1.08517,0.561748,1.08517,"{'att': 319, 'def': 11}","{'att': 175, 'def': 21}",4,12,1,1,0.8543,d,2024-10-06 19:00:00,0,1,0,1,-0.5234219999999999
h,5.21397,0.271901,5.21397,0.271901,"{'att': 203, 'def': 39}","{'att': 289, 'def': 16}",14,2,3,1,2.9952,w,2024-10-20 14:15:00,1,0,0,3,4.942069
a,0.555217,2.20384,0.555217,2.20384,"{'att': 215, 'def': 15}","{'att': 311, 'def': 23}",6,5,0,1,0.3378,l,2024-10-27 17:30:00,0,0,1,0,-1.6486230000000002
h,1.73469,0.0329044,1.73469,0.0329044,"{'att': 253, 'def': 29}","{'att': 285, 'def': 26}",15,0,2,0,2.7212,w,2024-11-03 13:00:00,1,0,0,3,1.7017856
