season_name,total_points,rank
2009/10,1996,438341
2010/11,1753,815945
2011/12,2144,18798
2012/13,1922,464859
2013/14,2379,16941
2014/15,2039,129714
2015/16,2121,166852
2016/17,2150,133835
2017/18,2106,460177
2018/19,2090,931933
2019/20,2305,43755
2020/21,2447,33035
2021/22,2488,124354
2022/23,2473,265885
2023/24,2391,404870
2024/25,2447,307293
