season_name,total_points,rank
2010/11,884,2319875
2011/12,1892,457626
2012/13,1981,272709
2013/14,2118,574308
2014/15,1662,1807098
2015/16,1665,2345850
2016/17,1496,3525842
2017/18,2158,238032
2018/19,2368,14878
2019/20,2380,5033
2020/21,2331,250398
2021/22,2467,159762
2022/23,2560,44411
2023/24,2568,12004
2024/25,2583,16808
