event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,70,70,958151,968786,958151,15,0,1000,0,0,5
2,37,107,9136715,9144125,4061232,85,0,1002,0,0,12
3,60,167,1744002,1748050,2168756,20,51,1007,2,0,5
4,82,249,834037,839723,901815,10,51,1008,0,0,10
5,56,305,1139004,1146857,501276,10,51,1009,0,0,9
6,49,354,5238982,5240680,973657,45,38,1007,2,0,4
7,81,435,1038947,1043170,578749,10,35,1008,1,0,7
8,81,516,535512,538569,288288,5,11,1010,0,0,5
9,48,564,5084106,5091820,315758,45,11,1013,0,0,0
10,71,635,4472385,4477873,377751,40,34,1017,2,0,6
11,57,692,497837,500048,172275,5,0,1016,1,0,6
12,64,756,345331,346458,55080,5,0,1021,0,0,5
13,46,802,2134187,2139335,51446,20,16,1025,1,0,5
14,86,888,411304,412898,20944,5,2,1027,1,0,9
15,54,942,4298996,4303829,24133,35,0,1033,2,0,4
16,84,1026,757285,758233,16811,10,9,1038,2,0,16
17,87,1113,1594823,1598864,12870,15,9,1043,0,0,16
18,53,1166,2826086,2826833,9547,25,1,1041,4,0,2
19,39,1205,6721120,6735735,10657,55,1,1040,0,0,13
20,64,1269,725705,726089,5674,10,8,1039,3,0,5
21,58,1327,2880359,2891074,5225,25,8,1036,0,0,9
22,35,1362,9089867,9098937,7919,75,15,1037,1,0,12
23,34,1396,10379016,10390200,12225,85,15,1041,0,0,12
24,79,1475,326631,328166,5590,5,4,1038,1,0,6
25,72,1547,2012693,2013629,5509,20,1,1042,3,0,6
26,71,1618,2341516,2348687,4963,20,1,1044,0,0,9
27,45,1663,6188421,6205960,5755,50,1,1045,0,0,13
28,102,1765,5381,5440,1261,1,0,1045,2,0,3
29,61,1826,4427975,4437077,1523,35,0,1050,0,0,6
30,55,1881,1871223,1882482,1716,15,0,1054,0,0,18
31,65,1946,771671,775044,1316,10,79,1049,2,0,3
32,57,2003,2878886,2893453,1495,25,2,1047,0,0,27
33,108,2111,597569,602089,2251,5,2,1047,0,0,27
34,70,2181,226964,233028,1334,5,2,1049,0,0,0
35,55,2236,4907027,4909525,1393,40,13,1055,2,0,9
36,79,2315,3515277,3520230,1614,30,21,1055,2,0,8
37,49,2364,741312,742052,480,10,1,1057,2,0,0
