season_name,total_points,rank
2011/12,1920,364211
2012/13,1751,1218857
2013/14,2181,350642
2014/15,2188,11743
2015/16,2143,117428
2016/17,2263,23551
2017/18,2184,161395
2018/19,2230,179666
2019/20,2334,20630
2020/21,2294,386659
2021/22,2483,131399
2022/23,2573,30372
2023/24,2333,757949
2024/25,2325,1221703
