season_name,total_points,rank
2009/10,2014,393482
2010/11,1952,164237
2011/12,1994,177799
2012/13,2057,116568
2013/14,2223,230504
2014/15,1931,449010
2015/16,2122,164275
2016/17,2057,371532
2017/18,2211,103844
2018/19,2103,821503
2019/20,2109,841370
2020/21,2278,461857
2021/22,2241,954925
2022/23,2577,27579
2023/24,2294,1097006
2024/25,2470,215900
