id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
261,England,region-241,2025-07-20T23:14:32.999318Z,False,,,s,c,,1,False,False,False,True,2837110.0,True,3435923,1,"[{'phase': 1, 'rank': 148, 'last_rank': 151, 'rank_sort': 148, 'total': 2368, 'league_id': 261, 'rank_count': 3435923, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 260612, 'last_rank': 167896, 'rank_sort': 261122, 'total': 184, 'league_id': 261, 'rank_count': 3435924, 'entry_percentile_rank': 10}]",[],148,151
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 402, 'last_rank': 418, 'rank_sort': 402, 'total': 2368, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 741454, 'last_rank': 489408, 'rank_sort': 742690, 'total': 184, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 10}]",[],402,418
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 402, 'last_rank': 418, 'rank_sort': 402, 'total': 2368, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 823596, 'last_rank': 567687, 'rank_sort': 824832, 'total': 184, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 10}]",[],402,418
321,Sky Sports League,brd-skysports,2025-07-20T23:14:34.060791Z,False,,,s,c,,1,False,False,False,True,2837111.0,True,3896318,1,"[{'phase': 1, 'rank': 163, 'last_rank': 172, 'rank_sort': 163, 'total': 2368, 'league_id': 321, 'rank_count': 3896318, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 294718, 'last_rank': 189634, 'rank_sort': 295294, 'total': 184, 'league_id': 321, 'rank_count': 3896319, 'entry_percentile_rank': 10}]",[],163,172
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 13087, 'last_rank': 12322, 'rank_sort': 13134, 'total': 1102, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 823596, 'last_rank': 567687, 'rank_sort': 824832, 'total': 184, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 10}]",[],13087,12322
335,Top 10% 24/25 League,top-10%,2025-07-20T23:14:34.311517Z,False,,,s,c,,1,False,False,False,True,2849447.0,True,1062651,1,"[{'phase': 1, 'rank': 226, 'last_rank': 234, 'rank_sort': 226, 'total': 2368, 'league_id': 335, 'rank_count': 1062651, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 142017, 'last_rank': 88452, 'rank_sort': 142518, 'total': 184, 'league_id': 335, 'rank_count': 1062617, 'entry_percentile_rank': 15}]",[],226,234
16673,Lion of Vienna Suite,,2025-07-21T12:10:24.458448Z,False,,,x,c,88389.0,1,False,False,False,True,2923879.0,True,501,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2368, 'league_id': 16673, 'rank_count': 501, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 74, 'last_rank': 47, 'rank_sort': 74, 'total': 184, 'league_id': 16673, 'rank_count': 501, 'entry_percentile_rank': 15}]",[],1,1
50577,LSCFT 25/26,,2025-07-21T13:38:47.127346Z,False,,,x,c,278449.0,1,False,False,False,True,2963574.0,True,37,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2368, 'league_id': 50577, 'rank_count': 37, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 6, 'last_rank': 4, 'rank_sort': 6, 'total': 184, 'league_id': 50577, 'rank_count': 37, 'entry_percentile_rank': 20}]",[],1,1
404191,LAV IT,,2025-07-26T09:03:34.226004Z,False,,,x,c,2193759.0,1,False,False,False,True,3068407.0,True,20,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2368, 'league_id': 404191, 'rank_count': 20, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 2, 'last_rank': 1, 'rank_sort': 2, 'total': 184, 'league_id': 404191, 'rank_count': 20, 'entry_percentile_rank': 10}]",[],1,1
826451,Coshers,,2025-08-05T09:38:47.192943Z,False,,,x,c,592778.0,1,False,False,False,True,2911710.0,True,3377,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2368, 'league_id': 826451, 'rank_count': 3377, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 432, 'last_rank': 263, 'rank_sort': 433, 'total': 184, 'league_id': 826451, 'rank_count': 3377, 'entry_percentile_rank': 15}]",[],1,1
