event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,61,61,2607688,2728737,2607687,30,0,1000,0,0,4
2,67,128,1207900,1231527,807218,15,0,1001,0,0,4
3,58,186,2053853,2092372,473351,20,0,1005,0,0,12
4,82,268,932199,941119,202885,10,6,1008,2,0,8
5,64,332,254050,265254,53213,5,6,1011,0,0,0
6,85,417,123806,127498,9471,5,5,1012,2,0,9
7,82,499,837991,862595,4824,10,5,1013,0,0,9
8,76,575,1078960,1095411,3353,10,19,1018,1,0,7
9,49,624,4966154,4993236,4854,45,12,1018,1,0,11
10,77,701,2452922,2486747,5824,20,11,1022,1,0,7
11,53,754,983274,1002017,2062,10,6,1024,1,0,12
12,68,822,208278,211667,318,5,10,1026,1,0,5
13,57,879,548455,566438,133,5,10,1029,0,0,6
14,73,952,2492902,2508837,143,20,6,1030,2,0,5
15,59,1011,2698708,2726846,146,25,0,1036,1,0,20
16,86,1097,602930,610659,95,5,24,1039,4,0,3
17,79,1176,3258238,3299124,147,30,24,1045,0,0,4
18,47,1223,5110996,5124310,163,45,19,1043,3,0,8
19,46,1265,3831973,3850588,173,35,0,1043,2,4,4
20,82,1347,24556,25736,25,1,0,1043,0,0,4
21,46,1393,7176784,7257257,52,60,0,1044,0,0,9
22,41,1434,5991939,6021805,62,50,16,1044,2,0,6
23,43,1477,6765687,6805145,61,55,9,1046,1,0,26
24,70,1547,1472282,1488505,57,15,4,1049,1,0,3
25,93,1640,65834,67349,12,1,0,1053,1,0,0
26,64,1704,4411846,4484954,20,35,0,1055,0,0,16
27,36,1740,10930194,10943841,46,90,4,1052,2,0,16
28,87,1827,274909,281334,25,5,15,1054,2,0,1
29,61,1888,4427975,4490653,34,35,15,1057,0,0,5
30,63,1951,606954,619813,26,5,12,1062,1,0,17
31,57,2008,2113448,2128763,36,20,33,1063,1,0,2
32,62,2070,1801403,1811997,28,15,41,1061,2,0,6
33,92,2162,1619910,1640690,124,15,41,1058,0,0,25
34,60,2222,1016700,1020745,132,10,21,1058,1,0,1
35,57,2279,3783510,3882341,136,30,31,1058,0,0,11
36,72,2351,5116907,5176680,226,40,31,1064,0,0,19
37,29,2380,4622469,4635722,202,40,18,1064,2,0,2
