element_in,element_in_cost,element_out,element_out_cost,entry,event,time
5,72,72,51,2838416,36,2026-05-08T22:41:48.854304Z
417,66,82,81,2838416,36,2026-05-08T22:41:48.848823Z
387,71,450,80,2838416,34,2026-04-24T17:20:26.438318Z
381,140,515,74,2838416,34,2026-04-24T17:20:26.438071Z
5,71,373,62,2838416,34,2026-04-24T17:19:41.997187Z
683,41,694,45,2838416,34,2026-04-24T17:19:16.169523Z
749,43,136,73,2838416,34,2026-04-24T17:18:15.272955Z
596,72,64,86,2838416,34,2026-04-24T17:18:15.272729Z
382,83,47,74,2838416,34,2026-04-24T17:18:15.272496Z
21,72,717,65,2838416,34,2026-04-24T17:18:15.272235Z
570,42,411,50,2838416,34,2026-04-24T17:16:39.768225Z
679,42,139,45,2838416,34,2026-04-24T17:16:39.767960Z
1,60,341,39,2838416,34,2026-04-24T15:52:54.715008Z
568,51,151,45,2838416,34,2026-04-23T21:36:32.114892Z
47,74,235,105,2838416,34,2026-04-23T21:36:32.114404Z
450,80,84,54,2838416,34,2026-04-23T21:36:32.113659Z
717,65,82,82,2838416,34,2026-04-23T21:36:32.113216Z
373,62,72,51,2838416,34,2026-04-23T21:36:32.112603Z
694,45,148,44,2838416,34,2026-04-23T21:36:32.112120Z
606,44,343,43,2838416,34,2026-04-23T00:21:57.957521Z
515,74,237,65,2838416,34,2026-04-19T22:16:38.424290Z
136,73,691,57,2838416,34,2026-04-19T22:16:38.424066Z
624,76,249,77,2838416,34,2026-04-18T13:37:34.581267Z
64,85,430,144,2838416,34,2026-04-18T13:37:34.581010Z
249,77,624,76,2838416,33,2026-04-18T07:30:38.877634Z
237,65,485,74,2838416,33,2026-04-18T07:30:38.870699Z
430,144,100,46,2838416,32,2026-04-10T17:11:02.381737Z
624,76,136,72,2838416,32,2026-04-10T17:11:02.381546Z
84,54,517,54,2838416,32,2026-04-10T17:11:02.381345Z
82,82,387,68,2838416,32,2026-04-10T17:11:02.381084Z
485,74,329,60,2838416,32,2026-04-10T17:11:02.380892Z
235,106,83,59,2838416,32,2026-04-10T17:11:02.380699Z
