event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,57,57,3654199,3851760,3654196,40,0,1000,0,0,7
2,53,110,4666867,4743717,3528824,45,5,999,1,0,6
3,79,189,63860,65882,369770,1,14,999,1,0,2
4,86,275,434950,456222,104812,5,0,1000,0,0,12
5,49,324,3063933,3174757,112095,30,0,1005,0,0,6
6,74,398,696358,712465,56958,10,0,1009,2,0,19
7,77,475,1763930,1802312,43578,15,55,1014,1,0,4
8,68,543,2544669,2614682,52054,25,55,1018,0,0,12
9,55,598,3162732,3196437,39896,30,21,1016,1,0,2
10,84,682,947131,972369,24800,10,8,1018,1,0,2
11,53,735,894235,939176,10080,10,8,1021,0,0,2
12,36,771,7211041,7248058,20800,60,1,1022,2,0,3
13,52,823,1073087,1089610,13446,10,8,1020,1,0,5
14,64,887,5236859,5286072,22467,45,0,1021,1,0,7
15,77,964,323239,328322,5707,5,18,1023,1,0,10
16,85,1049,698978,720256,3885,10,4,1029,5,0,13
17,89,1138,1343435,1365581,2604,15,19,1030,1,0,4
18,48,1186,4567779,4609171,2579,40,13,1030,1,0,19
19,54,1240,1384173,1399657,1082,15,24,1032,1,0,0
20,59,1299,1246360,1299906,780,10,2,1026,0,0,10
21,64,1363,1450425,1484145,481,15,6,1027,1,0,21
22,33,1396,10041648,10100384,959,80,18,1030,1,0,17
23,44,1440,6294416,6347495,838,50,7,1032,1,0,12
24,69,1509,1686771,1710559,689,15,31,1035,1,0,11
25,71,1580,2204686,2247761,737,20,17,1032,1,0,4
26,68,1648,3341773,3376162,893,30,1,1030,1,0,4
27,38,1686,10109008,10148804,1578,80,68,1029,1,0,2
28,73,1759,1778542,1804427,1796,15,32,1031,1,0,1
29,75,1834,1550112,1568631,976,15,14,1031,1,0,4
30,48,1882,4080616,4218391,1641,35,14,1034,0,0,3
31,64,1946,911117,928469,1330,10,7,1034,2,0,0
32,62,2008,1625748,1705592,1143,15,7,1036,0,0,11
33,106,2114,693944,713080,1946,10,7,1031,0,0,22
34,59,2173,1155627,1164407,2063,10,34,1029,2,0,2
35,52,2225,5761810,5926231,2398,45,34,1032,0,0,13
36,88,2313,1577245,1600880,1816,15,0,1025,2,0,15
37,39,2352,1888795,1958378,902,15,0,1025,0,0,0
