name,time,event
bboost,2025-09-13T16:50:13.373935Z,5
wildcard,2025-09-21T20:28:16.757905Z,6
freehit,2025-11-28T22:38:43.002071Z,13
3xc,2025-12-14T17:57:06.261842Z,17
3xc,2026-02-10T17:01:23.030284Z,26
wildcard,2026-04-09T22:11:57.513066Z,32
bboost,2026-04-10T21:18:26.753342Z,33
freehit,2026-04-18T20:03:43.611190Z,34
