element_in,element_in_cost,element_out,element_out_cost,entry,event,time
16,100,235,103,11727,37,2026-05-15T17:19:08.505378Z
417,66,82,81,11727,36,2026-05-09T09:54:22.632804Z
5,72,72,52,11727,36,2026-05-09T09:54:22.632474Z
253,51,139,45,11727,36,2026-05-09T09:54:22.626775Z
717,65,387,71,11727,34,2026-04-24T17:29:00.125554Z
606,45,570,42,11727,34,2026-04-24T17:29:00.125260Z
730,53,817,52,11727,34,2026-04-24T17:04:52.843996Z
329,60,299,62,11727,34,2026-04-24T17:04:52.843727Z
817,52,252,40,11727,34,2026-04-24T13:40:46.200278Z
570,42,694,45,11727,34,2026-04-24T13:40:46.200063Z
541,38,606,44,11727,34,2026-04-24T13:40:46.199805Z
387,71,384,73,11727,34,2026-04-24T13:39:17.621031Z
679,42,341,39,11727,34,2026-04-20T21:25:29.328080Z
252,40,691,56,11727,34,2026-04-20T21:25:29.327817Z
596,72,249,77,11727,34,2026-04-20T21:25:29.327517Z
624,77,430,142,11727,34,2026-04-20T21:25:29.327306Z
384,73,84,54,11727,34,2026-04-20T21:25:29.327108Z
299,62,235,105,11727,34,2026-04-20T21:25:29.326903Z
21,72,237,65,11727,34,2026-04-20T21:25:29.326686Z
381,140,82,82,11727,34,2026-04-20T21:25:29.326486Z
606,44,151,45,11727,34,2026-04-20T21:25:29.326287Z
694,45,77,42,11727,34,2026-04-20T21:25:29.326081Z
568,51,347,38,11727,34,2026-04-20T21:25:29.325826Z
373,62,411,50,11727,34,2026-04-20T21:25:29.325613Z
5,71,72,52,11727,34,2026-04-20T21:25:29.325399Z
1,60,139,45,11727,34,2026-04-20T21:25:29.325134Z
237,65,157,61,11727,33,2026-04-18T09:26:02.854700Z
72,52,5,67,11727,33,2026-04-18T09:26:02.846365Z
341,39,470,40,11727,32,2026-04-10T17:14:33.669775Z
691,56,136,72,11727,32,2026-04-10T17:14:33.669587Z
249,78,661,91,11727,32,2026-04-10T17:14:33.669363Z
235,106,517,54,11727,32,2026-04-10T17:14:33.669174Z
157,61,329,60,11727,32,2026-04-10T17:14:33.668984Z
82,82,387,69,11727,32,2026-04-10T17:14:33.668782Z
347,38,317,45,11727,32,2026-04-10T17:14:33.668586Z
77,42,348,39,11727,32,2026-04-10T17:14:33.668346Z
151,45,684,51,11727,32,2026-04-10T17:14:33.668143Z
411,50,373,61,11727,32,2026-04-10T17:14:33.667933Z
139,45,1,57,11727,32,2026-04-10T17:14:33.667676Z
684,51,257,51,11727,31,2026-03-20T18:07:26.931165Z
329,60,21,73,11727,31,2026-03-20T18:03:52.510755Z
387,68,237,68,11727,28,2026-02-27T16:47:21.774480Z
257,51,347,38,11727,26,2026-02-10T17:49:04.045726Z
237,68,547,49,11727,25,2026-02-06T18:17:20.144030Z
