event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,60,60,2856515,2856548,2856514,35,0,1000,0,0,10
2,56,116,3570435,3570455,2307349,35,0,1003,0,0,12
3,57,173,2310079,2310088,1409307,25,0,1009,0,0,18
4,76,249,2009724,2009728,895071,20,0,1012,1,0,13
5,70,319,62968,62971,171394,1,0,1017,0,0,0
6,88,407,72078,72083,25468,1,7,1017,3,0,7
7,79,482,1422115,1422118,24624,15,28,1022,2,4,4
8,68,550,2673274,2673277,31785,25,13,1030,1,0,6
9,40,590,8044269,8044310,70327,70,13,1032,0,0,10
10,77,667,2516679,2516687,68924,25,1,1033,2,0,9
11,53,720,894235,894249,31510,10,1,1036,0,0,3
12,40,760,5562730,5562738,44452,45,1,1032,2,0,4
13,76,836,27085,27095,5317,1,1,1032,0,0,4
14,74,910,2190069,2190081,4811,20,1,1031,1,0,13
15,58,968,2968900,2968920,4425,25,3,1033,1,0,12
16,78,1046,1575399,1575405,4868,15,10,1035,5,0,12
17,65,1111,7297601,7297610,15093,60,7,1043,1,0,5
18,48,1155,4624993,4625008,18767,40,1,1047,2,4,14
19,49,1204,2683892,2683900,11796,25,13,1048,1,0,4
20,50,1254,3453299,3453309,13944,30,0,1047,1,0,1
21,73,1327,285543,285543,5389,5,20,1047,1,0,9
22,47,1374,2968940,2968945,4031,25,20,1049,0,0,22
23,47,1421,5001610,5001619,2915,40,14,1048,2,0,12
24,67,1488,2177296,2177307,2744,20,1,1052,1,0,12
25,66,1554,3894223,3894243,3783,35,25,1053,1,0,2
26,71,1625,2502605,2502611,3458,20,19,1055,1,0,5
27,54,1679,2509131,2509149,2418,20,19,1054,0,0,3
28,93,1768,83005,83009,1096,1,11,1053,3,4,2
29,68,1836,2881645,2881648,892,25,4,1056,1,0,10
30,69,1905,169837,169851,450,5,4,1061,0,0,17
31,63,1968,1042671,1042691,397,10,13,1062,1,0,0
32,58,2026,2553534,2553656,452,20,28,1051,0,0,12
33,134,2160,42342,42388,146,1,53,1048,1,0,0
34,64,2224,580259,580285,111,5,53,1048,0,0,14
35,48,2272,7769722,7769759,198,60,32,1049,1,0,16
36,75,2347,4542359,4542375,308,40,52,1053,2,0,11
37,16,2363,9470133,9470165,518,75,19,1054,1,0,11
