season_name,total_points,rank
2012/13,2000,223210
2013/14,1906,1385766
2014/15,1755,1344655
2015/16,1913,1149160
2016/17,1896,1190048
2017/18,2034,910161
2018/19,1896,3133620
2019/20,2024,1629872
2020/21,1981,2799339
2021/22,1924,3527031
2022/23,2342,1110514
2023/24,2203,2138816
2024/25,2206,2757446
