season_name,total_points,rank
2017/18,1871,2251337
2018/19,1940,2619299
2019/20,2046,1407315
2020/21,2388,107630
2021/22,2555,45550
2022/23,2591,17199
2023/24,2384,437718
2024/25,2338,1089214
