name,time,event
wildcard,2025-09-11T18:11:43.437669Z,4
3xc,2025-09-26T18:18:54.981809Z,6
bboost,2025-10-19T17:31:03.684869Z,9
freehit,2025-11-23T17:26:48.035417Z,13
wildcard,2026-03-22T18:08:27.598287Z,32
bboost,2026-04-10T20:03:07.336049Z,33
freehit,2026-04-18T11:39:43.546480Z,34
3xc,2026-05-02T09:09:04.053304Z,36
