id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
1,Arsenal,team-1,2025-07-20T23:14:28.319976Z,False,,,s,c,,1,False,False,False,True,2849439.0,True,1289497,1,"[{'phase': 1, 'rank': 40, 'last_rank': 120, 'rank_sort': 40, 'total': 2375, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 57302, 'last_rank': 257319, 'rank_sort': 57416, 'total': 188, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 5}]",[],40,120
261,England,region-241,2025-07-20T23:14:32.999318Z,False,,,s,c,,1,False,False,False,True,2837110.0,True,3435923,1,"[{'phase': 1, 'rank': 97, 'last_rank': 305, 'rank_sort': 97, 'total': 2375, 'league_id': 261, 'rank_count': 3435923, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 179901, 'last_rank': 629589, 'rank_sort': 180496, 'total': 188, 'league_id': 261, 'rank_count': 3435924, 'entry_percentile_rank': 10}]",[],97,305
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 275, 'last_rank': 855, 'rank_sort': 275, 'total': 2375, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 511453, 'last_rank': 1844304, 'rank_sort': 512877, 'total': 188, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 10}]",[],275,855
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 275, 'last_rank': 856, 'rank_sort': 275, 'total': 2375, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 564787, 'last_rank': 2172906, 'rank_sort': 566211, 'total': 188, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 5}]",[],275,856
321,Sky Sports League,brd-skysports,2025-07-20T23:14:34.060791Z,False,,,s,c,,1,False,False,False,True,2837111.0,True,3896318,1,"[{'phase': 1, 'rank': 107, 'last_rank': 343, 'rank_sort': 107, 'total': 2375, 'league_id': 321, 'rank_count': 3896318, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 203495, 'last_rank': 710593, 'rank_sort': 204164, 'total': 188, 'league_id': 321, 'rank_count': 3896319, 'entry_percentile_rank': 10}]",[],107,343
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 40821, 'last_rank': 103307, 'rank_sort': 40886, 'total': 1084, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 564787, 'last_rank': 2172906, 'rank_sort': 566211, 'total': 188, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 5}]",[],40821,103307
334,Top 1% 24/25 League,top-1%,2025-07-20T23:14:34.293881Z,False,,,s,c,,1,False,False,False,True,2879787.0,True,109163,1,"[{'phase': 1, 'rank': 33, 'last_rank': 144, 'rank_sort': 33, 'total': 2375, 'league_id': 334, 'rank_count': 109163, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 7603, 'last_rank': 34409, 'rank_sort': 7677, 'total': 188, 'league_id': 334, 'rank_count': 109163, 'entry_percentile_rank': 10}]",[],33,144
335,Top 10% 24/25 League,top-10%,2025-07-20T23:14:34.311517Z,False,,,s,c,,1,False,False,False,True,2849447.0,True,1062651,1,"[{'phase': 1, 'rank': 154, 'last_rank': 505, 'rank_sort': 154, 'total': 2375, 'league_id': 335, 'rank_count': 1062651, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 98015, 'last_rank': 347982, 'rank_sort': 98550, 'total': 188, 'league_id': 335, 'rank_count': 1062617, 'entry_percentile_rank': 10}]",[],154,505
634155,Sharkus Piggus Pompus,,2025-07-31T16:02:37.885767Z,False,,,x,c,3206999.0,1,False,False,False,True,3095787.0,True,21,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2375, 'league_id': 634155, 'rank_count': 21, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 2, 'last_rank': 8, 'rank_sort': 2, 'total': 188, 'league_id': 634155, 'rank_count': 21, 'entry_percentile_rank': 10}]",[],1,1
668890,TRENCH NAYSHUN,,2025-08-01T13:51:02.452405Z,False,,,x,c,3343407.0,1,False,False,True,True,3016142.0,True,24,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2375, 'league_id': 668890, 'rank_count': 24, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 1, 'last_rank': 5, 'rank_sort': 1, 'total': 188, 'league_id': 668890, 'rank_count': 24, 'entry_percentile_rank': 5}]",[],1,1
