event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,62,62,2372236,2401221,2372235,30,0,1000,0,0,5
2,48,110,6140282,6157455,3426960,60,0,1001,0,0,11
3,47,153,6080859,6083252,4452931,55,17,1002,3,4,6
4,76,229,1896301,1909435,2756625,20,17,1001,0,0,14
5,42,271,6018674,6041313,2985039,55,17,999,0,0,16
6,79,346,350010,351260,1396196,5,25,999,3,4,4
7,79,425,1376025,1383728,935651,15,10,1002,1,0,7
8,70,495,2172246,2180753,804505,20,2,1010,1,0,17
9,44,539,6462443,6477293,961745,55,2,1011,0,0,5
10,80,619,1745930,1751958,756241,15,0,1012,2,0,8
11,77,692,7276,7328,178601,1,14,1011,2,4,0
12,63,755,433857,435921,61405,5,2,1011,1,0,5
13,88,843,1377,1500,3183,1,13,1010,0,0,5
14,71,914,2811227,2824445,3652,25,13,1015,0,0,3
15,57,971,3257301,3267766,3624,30,17,1020,1,0,11
16,81,1052,1086814,1088759,3120,10,2,1027,2,0,4
17,74,1126,4623817,4634247,5736,40,2,1032,0,0,8
18,55,1181,2155310,2160443,3626,20,12,1030,1,0,2
19,47,1228,3467783,3469748,2508,30,2,1026,3,0,4
20,63,1291,799536,803666,1399,10,0,1029,1,0,1
21,54,1345,4516449,4522992,1757,40,5,1029,2,0,12
22,39,1384,6977120,6991271,2233,55,22,1031,1,0,9
23,49,1433,3836557,3854721,1368,35,22,1032,0,0,17
24,68,1501,1992139,1995324,1216,20,1,1028,3,0,3
25,67,1568,3521813,3533452,1623,30,26,1034,1,0,7
26,68,1636,3341773,3349917,1841,30,19,1037,1,0,5
27,55,1691,2432424,2438066,1210,20,25,1035,1,0,8
28,90,1777,154160,155974,648,5,15,1034,2,4,1
29,64,1841,3832384,3838564,671,30,21,1037,1,0,6
30,64,1905,451442,458740,450,5,21,1039,0,0,8
31,65,1970,757459,760833,353,10,20,1042,1,0,3
32,60,2030,2060526,2075331,341,20,20,1044,0,0,2
33,96,2126,1298048,1307523,1048,15,20,1042,0,0,22
34,61,2187,920820,922014,1010,10,7,1038,3,0,11
35,66,2253,1303648,1314272,588,15,8,1037,0,0,6
36,75,2328,4334576,4347066,856,35,8,1044,0,0,12
37,47,2375,922143,923472,275,10,1,1045,2,0,0
