name,time,event
wildcard,2025-10-31T19:23:26.855482Z,10
freehit,2025-11-28T08:05:52.055024Z,13
bboost,2025-12-12T12:26:39.398787Z,16
3xc,2025-12-15T11:45:49.805362Z,17
3xc,2026-02-10T17:19:30.036592Z,26
wildcard,2026-04-10T17:16:45.480509Z,32
bboost,2026-04-13T09:14:28.257405Z,33
freehit,2026-04-19T18:24:01.368548Z,34
