id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
2097,Lionel Messi,34,2832,37,26.88517417013645,9,13.955131754279137,179,79,6,0,F M S,Barcelona,31,21.682235166430473,42.52503406256437,18.133511958643794
2098,Luis Suárez,35,2870,29,23.780642554163933,13,11.039603307843208,120,62,8,0,F S,Barcelona,29,23.780642554163933,39.09228042140603,9.213269996456802
2371,Cristiano Ronaldo,29,2546,25,25.413731053471565,6,4.59103300049901,162,31,4,0,F M,Real Madrid,19,19.467632994055748,29.57457485795021,8.661090549081564
2290,Iago Aspas,32,2317,19,13.99009519442916,3,5.444270337000489,78,50,8,1,F M S,Celta Vigo,13,9.530683938413858,15.56609133258462,3.6661910451948643
2270,Antoine Griezmann,36,3072,16,11.523308165371418,8,7.356400892138481,88,56,3,0,F M,Atletico Madrid,16,10.036755248904228,23.41524144820869,8.286491699516773
2410,Aduriz,32,2464,16,15.069728771224618,1,1.6270390041172504,85,24,8,1,F S,Athletic Club,11,11.353332804515958,13.694355437532067,2.125589609146118
1804,Álvaro Morata,26,1326,15,9.517795575782657,4,3.8369318172335625,55,17,8,0,F S,Real Madrid,15,9.517795575782657,15.497441498562694,3.9718153616413474
2537,Sandro Ramírez,30,2321,14,6.997654146514833,3,2.99848750885576,92,31,4,0,F S,Malaga,14,6.254504120908678,9.065589983947575,2.07458807900548
2099,Neymar,30,2652,13,14.17558579519391,11,10.670378230512142,105,91,6,1,F M,Barcelona,12,13.432435784488916,30.410831816494465,12.350073324516416
2120,Gerard Moreno,37,3286,13,8.475200973451138,4,2.6294280849397182,82,32,6,0,F M,Espanyol,13,7.731923989951611,10.779366297647357,3.0697350688278675
2150,Rubén Castro,35,2786,13,13.728100582957268,3,2.3103722874075174,117,27,3,0,F M S,Real Betis,11,12.241546478122473,14.288915805518627,2.2716513760387897
2361,Willian José,28,2081,12,7.885898282751441,4,2.3852953109890223,69,20,4,0,F S,Real Sociedad,9,5.656447289511561,9.129570612683892,3.7742601707577705
2442,Kevin Gameiro,31,1713,12,11.325677148997784,5,4.332531422376633,50,21,0,0,F S,Atletico Madrid,11,10.58239709585905,14.978774031624198,1.7622218001633883
4068,Florin Andone,37,2908,12,11.384196454659104,2,1.5173083040863276,100,16,6,0,F S,Deportivo La Coruna,12,11.384196454659104,12.34712266921997,1.066891398280859
897,Juanmi,35,1836,11,7.297483175992966,0,0.7826561946421862,48,7,6,1,F M S,Real Sociedad,11,7.297483175992966,7.8630614429712296,1.2011780962347984
