event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,56,56,3932979,4144585,3932974,45,0,1000,0,0,9
2,43,99,7829949,7891662,5839522,75,15,1001,1,0,12
3,61,160,1399112,1444324,3175669,15,15,1005,0,0,3
4,85,241,582682,591311,1503983,10,1,1008,2,4,11
5,51,292,2385748,2484074,1133841,25,1,1014,0,0,13
6,58,350,3216770,3285117,1153904,30,0,1017,0,0,11
7,69,419,3680658,3758188,1161801,35,0,1022,0,0,12
8,64,483,3681869,3762212,1230175,35,0,1030,0,0,14
9,58,541,2374035,2405848,874765,20,16,1028,1,0,8
10,91,632,290455,291704,436955,5,0,1031,4,0,8
11,42,674,4058517,4195604,415052,35,0,1035,0,0,0
12,30,704,9642424,9671362,696309,80,7,1040,2,0,7
13,46,750,1994039,2064017,581773,20,7,1041,0,0,4
14,90,840,186595,196478,260646,5,7,1041,0,0,6
15,65,905,1441544,1463634,164762,15,14,1045,1,0,12
16,78,983,1531097,1545905,149839,15,16,1052,3,0,8
17,102,1085,259235,266124,61166,5,5,1061,2,0,14
18,55,1140,2189281,2214491,41161,20,16,1068,2,0,18
19,51,1191,2088244,2111984,23881,20,8,1070,1,0,7
20,58,1249,1408519,1468568,17612,15,8,1071,0,0,2
21,64,1313,1342103,1406199,11623,15,8,1069,0,0,18
22,41,1354,5907189,5969849,12233,50,0,1068,1,0,12
23,45,1399,5938797,5949269,10412,50,9,1066,3,0,9
24,87,1486,51391,54511,2974,1,9,1070,0,0,0
25,94,1580,57062,58199,737,1,7,1072,2,0,8
26,82,1662,564341,592213,356,5,7,1076,0,0,6
27,39,1701,9322996,9487646,625,75,7,1079,0,0,17
28,93,1794,83005,85050,219,1,2,1078,3,0,5
29,66,1860,3180236,3263405,208,25,2,1081,0,0,14
30,48,1908,4080616,4222376,356,35,2,1085,0,0,20
31,53,1961,2988424,2999423,557,25,18,1080,3,0,0
32,66,2027,950357,1007650,412,10,48,1068,0,0,15
33,110,2137,540154,543735,566,5,47,1070,1,0,14
34,58,2195,1185939,1255415,625,10,47,1070,0,0,11
35,60,2255,2778662,2902700,499,25,47,1073,0,0,17
36,81,2336,2997508,3024165,533,25,56,1070,1,0,12
37,24,2360,6393831,6410710,581,50,35,1070,2,0,14
