element_in,element_in_cost,element_out,element_out_cost,entry,event,time
267,64,90,50,6373164,36,2026-05-09T09:49:39.110619Z
16,99,235,103,6373164,36,2026-05-09T09:49:39.103386Z
256,58,568,51,6373164,34,2026-04-24T17:06:11.518976Z
136,74,64,87,6373164,34,2026-04-24T17:01:22.943679Z
567,39,139,45,6373164,34,2026-04-24T07:55:48.084409Z
64,87,430,144,6373164,34,2026-04-24T07:55:48.084214Z
791,55,178,62,6373164,34,2026-04-24T07:55:48.084002Z
624,77,691,56,6373164,34,2026-04-24T07:55:48.083744Z
515,75,82,78,6373164,34,2026-04-24T07:55:48.083533Z
381,140,90,50,6373164,34,2026-04-24T07:55:48.083331Z
242,51,235,105,6373164,34,2026-04-24T07:55:48.083126Z
815,45,706,39,6373164,34,2026-04-24T07:55:48.082867Z
257,51,411,50,6373164,34,2026-04-24T07:55:48.082652Z
568,51,77,41,6373164,34,2026-04-24T07:55:48.082408Z
694,46,151,45,6373164,34,2026-04-24T07:55:48.082172Z
1,60,341,39,6373164,34,2026-04-24T07:55:48.081856Z
691,56,624,75,6373164,33,2026-04-18T09:00:01.971844Z
151,45,348,39,6373164,32,2026-04-10T17:19:21.140585Z
139,45,1,58,6373164,32,2026-04-10T17:19:21.140224Z
430,144,661,89,6373164,32,2026-04-10T17:19:21.139788Z
178,62,136,67,6373164,32,2026-04-10T17:19:21.139537Z
90,50,119,86,6373164,32,2026-04-10T17:19:21.139266Z
411,50,373,63,6373164,32,2026-04-10T17:19:21.139012Z
706,39,694,43,6373164,32,2026-04-10T17:19:21.138762Z
341,39,470,40,6373164,32,2026-04-10T17:19:21.138402Z
373,63,260,51,6373164,31,2026-03-20T18:20:35.517805Z
624,75,430,142,6373164,31,2026-03-20T18:20:35.517479Z
235,106,267,63,6373164,31,2026-03-20T18:20:35.512083Z
267,63,615,56,6373164,30,2026-03-13T21:39:36.656265Z
119,87,382,83,6373164,29,2026-03-03T17:26:35.760696Z
77,41,7,56,6373164,29,2026-03-03T17:26:35.754778Z
7,56,225,57,6373164,26,2026-02-10T17:20:05.786898Z
382,83,120,70,6373164,25,2026-02-06T18:27:46.079771Z
615,55,20,68,6373164,25,2026-02-06T18:27:46.072538Z
120,71,417,67,6373164,23,2026-01-24T10:59:16.859198Z
449,93,414,85,6373164,23,2026-01-24T10:59:16.840713Z
20,70,449,90,6373164,20,2026-01-03T02:53:00.044989Z
5,65,7,57,6373164,20,2026-01-03T02:53:00.035669Z
417,67,237,65,6373164,19,2025-12-29T01:48:30.279492Z
225,57,403,59,6373164,19,2025-12-29T01:48:30.275236Z
348,41,575,46,6373164,17,2025-12-19T17:08:04.388434Z
661,86,714,74,6373164,17,2025-12-19T17:08:04.387495Z
7,57,476,51,6373164,17,2025-12-19T17:08:04.379414Z
575,47,256,57,6373164,16,2025-12-13T13:29:17.146869Z
403,59,7,58,6373164,16,2025-12-12T09:06:15.762524Z
414,84,119,83,6373164,15,2025-12-06T10:48:05.167746Z
457,55,205,50,6373164,14,2025-12-02T17:51:00.351695Z
237,67,267,65,6373164,14,2025-12-02T16:16:28.322824Z
414,80,119,83,6373164,13,2025-11-29T10:45:54.026020Z
47,69,267,65,6373164,13,2025-11-29T10:45:54.025671Z
120,70,205,50,6373164,13,2025-11-28T21:25:12.945124Z
252,42,714,74,6373164,13,2025-11-28T21:25:12.944885Z
381,142,449,89,6373164,13,2025-11-28T21:25:12.944616Z
384,75,82,76,6373164,13,2025-11-28T21:25:12.944322Z
411,51,256,57,6373164,13,2025-11-28T21:25:12.944078Z
36,46,7,58,6373164,13,2025-11-28T21:25:12.943831Z
113,45,260,51,6373164,13,2025-11-28T21:25:12.943537Z
32,50,1,58,6373164,13,2025-11-28T21:25:12.943158Z
260,51,5,62,6373164,12,2025-11-22T10:45:40.489014Z
714,75,178,64,6373164,10,2025-10-29T22:09:17.421471Z
449,89,16,99,6373164,10,2025-10-29T13:38:45.045792Z
1,57,736,56,6373164,10,2025-10-29T13:38:45.045417Z
7,58,317,45,6373164,10,2025-10-26T22:55:52.508113Z
694,41,443,45,6373164,10,2025-10-26T22:55:52.507821Z
136,61,252,42,6373164,10,2025-10-26T22:55:52.507349Z
178,64,249,75,6373164,10,2025-10-26T22:55:52.506863Z
205,50,427,56,6373164,10,2025-10-26T22:55:52.506314Z
119,81,612,59,6373164,10,2025-10-26T22:55:52.505700Z
16,99,419,67,6373164,8,2025-10-18T09:21:49.591390Z
476,50,224,60,6373164,7,2025-10-03T17:13:12.927650Z
267,64,54,54,6373164,7,2025-10-03T17:06:32.975623Z
736,55,253,50,6373164,6,2025-09-21T21:43:40.474313Z
612,59,267,65,6373164,4,2025-09-13T09:41:42.010085Z
82,74,413,84,6373164,4,2025-09-13T09:41:42.004480Z
419,66,235,104,6373164,3,2025-08-30T09:14:15.443638Z
