name,time,event
3xc,2025-09-27T07:48:10.675187Z,6
wildcard,2025-10-26T22:53:54.771516Z,10
bboost,2025-11-08T10:04:03.071068Z,11
freehit,2025-11-28T21:22:36.711588Z,13
3xc,2026-02-09T07:55:30.522308Z,26
wildcard,2026-04-10T16:41:21.418752Z,32
bboost,2026-04-18T08:49:47.210893Z,33
freehit,2026-04-24T07:16:55.762973Z,34
