event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,63,63,2149481,2171582,2149481,25,10,1000,0,0,8
2,54,117,4168589,4181708,2139896,40,10,1000,0,0,9
3,71,188,307767,308751,398768,5,25,1003,1,0,12
4,81,269,969970,977452,183195,10,7,1001,0,0,22
5,56,325,1252590,1257521,102567,15,9,1007,1,0,13
6,58,383,3371767,3375756,183052,30,8,1009,2,0,5
7,64,447,5109112,5118159,299874,45,8,1012,0,0,21
8,71,518,1939427,1945530,258530,20,7,1020,1,0,11
9,54,572,3264898,3273929,206760,30,7,1017,0,0,6
10,97,669,77531,77677,59818,1,0,1018,3,0,9
11,46,715,2501797,2514352,43527,25,0,1020,0,0,8
12,70,785,157772,158124,7755,5,10,1021,2,0,2
13,63,848,255015,258403,2033,5,10,1021,0,0,2
14,58,906,7050935,7057767,6264,60,5,1019,1,0,3
15,55,961,3890968,3900611,7016,35,11,1021,1,0,3
16,78,1039,1518574,1520527,7384,15,13,1023,2,0,4
17,92,1131,962707,966239,4119,10,10,1024,1,0,5
18,90,1221,4840,4853,184,1,7,1022,4,0,0
19,33,1254,9920077,9929321,384,80,10,1022,1,0,11
20,50,1304,3254057,3266955,532,30,10,1021,0,0,19
21,62,1366,1965842,1970209,396,20,5,1019,2,0,12
22,35,1401,8776682,8793804,685,70,5,1020,0,0,27
23,45,1446,5508966,5526606,547,45,5,1024,0,0,13
24,67,1513,2252388,2255122,525,20,13,1023,3,0,3
25,63,1576,5066382,5074597,963,40,1,1024,1,0,7
26,72,1648,2105915,2114377,893,20,1,1023,0,0,14
27,42,1690,8225233,8231110,1264,65,0,1022,2,0,9
28,68,1758,2759802,2765235,1906,25,6,1025,1,0,2
29,69,1827,2664118,2668621,1458,25,58,1023,1,0,11
30,77,1904,27188,27623,469,1,58,1027,0,0,16
31,51,1955,3358632,3362639,805,30,63,1027,1,0,4
32,58,2013,2553534,2584096,866,20,2,1016,0,0,11
33,131,2144,84256,85270,366,1,13,1016,1,0,0
34,51,2195,2241654,2251267,625,20,13,1017,0,0,8
35,44,2239,8987460,9001314,1199,70,13,1019,0,0,18
36,86,2325,1976321,1978675,979,20,30,1021,3,0,12
37,28,2353,4906980,4913526,861,40,15,1023,1,0,18
