event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,70,70,958151,985054,958151,15,0,1000,0,0,9
2,55,125,3864995,3889862,1083964,40,0,1001,0,0,14
3,71,196,307767,310005,172542,5,24,1001,1,0,19
4,65,261,5391876,5410602,370341,50,18,1002,1,0,13
5,59,320,676867,688191,158694,10,18,1002,0,0,2
6,80,400,289694,293414,48032,5,5,998,2,0,6
7,55,455,7583682,7600581,183271,65,5,1002,0,0,4
8,77,532,981802,986423,112624,10,22,1006,2,0,15
9,54,586,3442125,3453591,91543,30,11,1006,1,0,9
10,75,661,3046176,3063160,97815,25,18,1009,1,0,5
11,40,701,5307799,5331536,105272,45,8,1012,1,0,6
12,73,774,94890,95603,17115,1,13,1012,1,0,9
13,54,828,846736,851538,9663,10,11,1012,1,0,4
14,82,910,775333,781822,4811,10,8,1015,1,0,21
15,58,968,2968900,2984229,4425,25,12,1018,1,0,6
16,75,1043,2093354,2100435,5838,20,0,1013,4,0,4
17,80,1123,3120819,3132457,7125,25,6,1014,1,0,5
18,64,1187,641009,644650,2465,10,4,1017,2,0,0
19,61,1248,398072,402701,595,5,2,1017,0,0,7
20,53,1301,2446071,2470082,672,20,2,1019,0,0,5
21,54,1355,4225404,4258106,849,35,2,1020,0,0,8
22,49,1404,2544619,2553809,568,20,10,1022,1,0,7
23,44,1448,6294416,6312285,484,50,0,1021,1,0,16
24,56,1504,6163311,6173633,971,50,9,1018,2,0,4
25,66,1570,3961444,3971509,1395,35,4,1019,2,0,2
26,69,1639,3046617,3058865,1518,25,1,1022,1,0,4
27,47,1686,5195045,5238166,1578,45,1,1021,0,0,15
28,58,1744,5058818,5081069,4158,40,1,1023,0,0,0
29,59,1803,5228352,5230557,5420,45,2,1021,3,0,9
30,63,1866,547027,559642,3876,5,2,1022,0,0,17
31,64,1930,895102,900524,3139,10,15,1024,1,0,3
32,70,2000,512082,523523,1781,5,18,1022,0,0,13
33,128,2124,137236,137469,1161,5,7,1021,3,4,0
34,54,2178,1751042,1770713,1596,15,7,1021,0,0,7
35,57,2235,3783510,3823932,1482,30,7,1024,0,0,7
36,93,2328,833623,840830,832,10,11,1027,1,0,11
37,23,2351,6809920,6817797,992,55,0,1029,2,0,13
