element_in,element_in_cost,element_out,element_out_cost,entry,event,time
299,62,84,53,20577,37,2026-05-15T15:43:56.261107Z
6,62,257,52,20577,37,2026-05-15T15:43:56.254885Z
16,99,235,104,20577,36,2026-05-08T09:36:09.025243Z
257,52,72,51,20577,36,2026-05-08T09:11:36.211174Z
606,44,603,41,20577,34,2026-04-22T11:10:58.558070Z
749,43,730,53,20577,34,2026-04-21T19:44:10.484791Z
21,72,299,62,20577,34,2026-04-21T19:44:10.484534Z
299,62,329,60,20577,34,2026-04-20T16:12:07.298472Z
450,80,119,85,20577,34,2026-04-20T16:06:31.060204Z
568,51,442,44,20577,34,2026-04-20T09:26:46.133538Z
679,42,670,48,20577,34,2026-04-20T09:26:46.133175Z
136,73,691,56,20577,34,2026-04-20T08:55:08.381779Z
730,53,430,143,20577,34,2026-04-20T08:55:08.381433Z
624,77,249,77,20577,34,2026-04-20T08:55:08.381239Z
387,71,783,55,20577,34,2026-04-20T08:55:08.381044Z
329,60,235,105,20577,34,2026-04-20T08:55:08.380843Z
381,140,84,53,20577,34,2026-04-20T08:55:08.380631Z
119,85,82,78,20577,34,2026-04-20T08:55:08.380378Z
603,41,260,51,20577,34,2026-04-20T08:55:08.380162Z
442,44,151,45,20577,34,2026-04-20T08:55:08.379887Z
694,45,77,41,20577,34,2026-04-20T08:55:08.379639Z
373,62,72,51,20577,34,2026-04-20T08:55:08.379332Z
670,48,341,39,20577,34,2026-04-20T08:55:08.379118Z
1,60,139,45,20577,34,2026-04-20T08:55:08.378848Z
691,56,624,76,20577,33,2026-04-17T15:58:50.840398Z
249,78,661,90,20577,32,2026-04-10T16:45:29.774123Z
624,76,136,69,20577,32,2026-04-10T16:45:29.773968Z
783,55,485,73,20577,32,2026-04-10T16:45:29.773781Z
235,106,329,60,20577,32,2026-04-10T16:45:29.773626Z
151,45,684,51,20577,32,2026-04-10T16:45:29.773465Z
260,51,373,61,20577,32,2026-04-10T16:45:29.773297Z
72,51,317,45,20577,32,2026-04-10T16:45:29.773112Z
341,39,470,40,20577,32,2026-04-10T16:45:29.772912Z
139,45,1,57,20577,32,2026-04-10T16:45:29.772668Z
485,73,21,72,20577,31,2026-03-20T18:27:11.008566Z
684,51,347,38,20577,31,2026-03-20T18:27:11.000741Z
84,53,303,51,20577,30,2026-03-14T13:26:15.952087Z
317,45,694,43,20577,29,2026-03-03T17:55:20.800859Z
329,59,237,66,20577,28,2026-02-27T12:15:29.903247Z
77,40,291,56,20577,27,2026-02-21T13:27:46.728910Z
373,59,257,50,20577,27,2026-02-21T13:27:46.720497Z
449,94,414,84,20577,24,2026-01-26T22:33:46.310507Z
237,65,450,80,20577,22,2026-01-17T10:59:30.805775Z
291,56,408,56,20577,21,2026-01-05T17:13:43.577144Z
303,50,517,53,20577,20,2026-01-03T00:23:27.789016Z
5,64,373,59,20577,20,2026-01-03T00:23:27.782230Z
661,88,252,42,20577,18,2025-12-22T00:37:27.930176Z
694,42,317,45,20577,18,2025-12-22T00:37:27.929798Z
450,79,449,91,20577,18,2025-12-22T00:37:27.929376Z
21,71,16,103,20577,18,2025-12-22T00:37:27.923475Z
252,42,283,77,20577,17,2025-12-18T22:41:23.323941Z
16,103,299,63,20577,17,2025-12-18T22:41:23.316955Z
252,42,337,62,20577,16,2025-12-13T13:23:28.171904Z
119,83,387,67,20577,16,2025-12-13T13:23:28.171563Z
337,62,252,42,20577,16,2025-12-12T19:48:27.352909Z
387,67,119,84,20577,16,2025-12-12T19:48:27.352584Z
10,51,11,53,20577,16,2025-12-12T13:58:42.770053Z
119,84,387,66,20577,16,2025-12-12T03:54:36.840501Z
387,66,119,84,20577,16,2025-12-11T16:49:22.159504Z
252,42,337,62,20577,16,2025-12-11T16:42:20.283208Z
119,84,387,66,20577,16,2025-12-11T16:42:20.282950Z
725,54,10,51,20577,16,2025-12-11T16:42:20.282555Z
337,62,283,78,20577,16,2025-12-11T15:14:09.175243Z
83,60,517,54,20577,16,2025-12-11T15:14:09.174995Z
387,66,299,64,20577,16,2025-12-11T15:14:09.174747Z
16,102,82,75,20577,16,2025-12-11T15:14:09.174472Z
226,53,408,55,20577,16,2025-12-11T15:14:09.174168Z
191,39,373,59,20577,16,2025-12-11T15:14:09.173922Z
10,51,347,39,20577,16,2025-12-11T15:14:09.173661Z
11,53,257,50,20577,16,2025-12-11T15:14:09.173283Z
220,49,1,57,20577,16,2025-12-11T15:14:09.172952Z
414,84,612,59,20577,15,2025-12-06T10:47:30.979331Z
517,54,267,65,20577,14,2025-12-02T17:42:09.248853Z
136,65,249,75,20577,13,2025-11-28T19:10:06.739978Z
408,55,72,48,20577,13,2025-11-28T19:10:06.732780Z
373,59,5,64,20577,12,2025-11-21T20:09:11.618397Z
283,77,252,42,20577,10,2025-10-30T22:48:36.301488Z
299,65,427,57,20577,9,2025-10-24T16:45:24.674505Z
449,89,381,143,20577,9,2025-10-24T16:45:24.667979Z
252,43,283,75,20577,8,2025-10-17T16:03:11.161707Z
267,65,242,50,20577,8,2025-10-17T16:03:11.161201Z
5,63,575,47,20577,8,2025-10-17T16:03:11.153819Z
283,75,525,77,20577,4,2025-09-12T16:45:07.303010Z
430,141,64,89,20577,4,2025-09-12T16:45:07.302772Z
242,50,517,55,20577,4,2025-09-12T16:45:07.302528Z
427,57,449,90,20577,4,2025-09-12T16:45:07.302266Z
612,59,299,65,20577,4,2025-09-12T16:45:07.301978Z
82,74,267,65,20577,4,2025-09-12T16:45:07.301694Z
257,50,568,55,20577,4,2025-09-12T16:45:07.301363Z
575,46,506,55,20577,4,2025-09-12T16:45:07.301001Z
347,40,191,40,20577,4,2025-09-12T16:45:07.300707Z
72,46,38,45,20577,4,2025-09-12T16:45:07.300362Z
1,55,220,50,20577,4,2025-09-12T16:45:07.299823Z
525,77,252,45,20577,3,2025-08-30T09:51:46.030501Z
267,65,235,104,20577,3,2025-08-30T09:51:46.025111Z
