element_in,element_in_cost,element_out,element_out_cost,entry,event,time
20,65,84,54,6884588,37,2026-05-15T17:10:10.951131Z
10,50,11,51,6884588,37,2026-05-15T17:10:10.945130Z
5,72,74,47,6884588,36,2026-05-08T22:22:44.179353Z
11,51,72,51,6884588,36,2026-05-08T22:22:44.173283Z
6,61,373,62,6884588,34,2026-04-24T16:32:10.660681Z
369,39,1,60,6884588,34,2026-04-24T16:32:10.660454Z
266,72,21,72,6884588,34,2026-04-24T15:38:05.116329Z
526,58,311,50,6884588,34,2026-04-24T14:44:18.540605Z
1,60,670,48,6884588,34,2026-04-24T01:14:39.547289Z
606,44,8,62,6884588,34,2026-04-23T20:45:29.221156Z
311,50,64,87,6884588,34,2026-04-23T18:51:07.900348Z
21,72,497,44,6884588,34,2026-04-23T18:51:07.900131Z
8,62,694,45,6884588,34,2026-04-23T18:51:07.899855Z
47,74,21,72,6884588,34,2026-04-23T17:16:03.312743Z
387,71,382,83,6884588,34,2026-04-23T17:12:47.746310Z
497,44,717,65,6884588,34,2026-04-23T16:56:15.626389Z
382,83,387,71,6884588,34,2026-04-23T16:56:15.626184Z
381,140,299,62,6884588,34,2026-04-23T16:56:15.625930Z
683,41,443,45,6884588,34,2026-04-23T16:56:15.625627Z
679,42,1,60,6884588,34,2026-04-23T16:56:15.625352Z
64,87,136,74,6884588,34,2026-04-23T14:51:12.513497Z
299,62,515,75,6884588,34,2026-04-23T14:46:12.807154Z
694,45,508,48,6884588,34,2026-04-22T23:55:35.917330Z
21,72,450,80,6884588,34,2026-04-22T15:20:41.574648Z
136,74,691,56,6884588,34,2026-04-22T15:18:45.599101Z
624,77,430,144,6884588,34,2026-04-22T15:18:45.598954Z
596,72,249,77,6884588,34,2026-04-22T15:18:45.598790Z
515,75,783,55,6884588,34,2026-04-22T15:18:45.598583Z
450,80,235,105,6884588,34,2026-04-22T15:18:45.598431Z
387,71,84,54,6884588,34,2026-04-22T15:18:45.598279Z
717,65,82,82,6884588,34,2026-04-22T15:18:45.598125Z
373,62,411,50,6884588,34,2026-04-22T15:18:45.597973Z
568,51,343,43,6884588,34,2026-04-22T15:18:45.597811Z
5,71,151,45,6884588,34,2026-04-22T15:18:45.597638Z
443,45,74,47,6884588,34,2026-04-22T15:18:45.597456Z
508,48,72,51,6884588,34,2026-04-22T15:18:45.597294Z
670,48,341,39,6884588,34,2026-04-22T15:18:45.597122Z
1,60,139,45,6884588,34,2026-04-22T15:18:45.596873Z
783,55,237,65,6884588,32,2026-04-10T16:37:28.754756Z
691,56,178,62,6884588,32,2026-04-10T15:08:03.413157Z
343,43,5,68,6884588,32,2026-04-10T15:00:00.391331Z
178,62,136,70,6884588,32,2026-04-10T14:58:33.030492Z
82,82,387,70,6884588,32,2026-04-10T14:58:33.030208Z
84,54,329,60,6884588,32,2026-04-10T14:58:33.029960Z
