name,time,event
wildcard,2025-09-13T09:04:21.587791Z,4
bboost,2025-09-20T07:23:50.127536Z,5
3xc,2025-09-27T08:11:19.215588Z,6
freehit,2025-11-29T11:59:20.663382Z,13
3xc,2026-02-10T17:59:38.686722Z,26
wildcard,2026-04-10T16:02:49.462751Z,32
bboost,2026-04-16T16:06:07.473081Z,33
freehit,2026-04-18T18:32:58.885492Z,34
