element_in,element_in_cost,element_out,element_out_cost,entry,event,time
666,90,64,87,2176786,37,2026-05-14T19:44:17.508581Z
64,88,249,73,2176786,36,2026-05-08T05:59:44.272128Z
257,52,684,50,2176786,36,2026-05-08T05:59:44.264937Z
457,57,329,60,2176786,34,2026-04-24T16:05:28.655134Z
568,51,291,57,2176786,34,2026-04-24T05:43:00.237936Z
606,44,603,41,2176786,34,2026-04-23T16:52:31.563302Z
717,65,387,71,2176786,34,2026-04-23T16:49:49.395729Z
311,50,136,72,2176786,34,2026-04-23T06:18:54.403718Z
381,140,267,63,2176786,34,2026-04-23T06:18:54.403554Z
603,41,684,51,2176786,34,2026-04-23T06:18:54.403344Z
387,71,382,83,2176786,34,2026-04-23T06:15:45.026724Z
64,86,666,88,2176786,34,2026-04-22T22:40:43.099099Z
624,76,430,144,2176786,34,2026-04-18T12:03:29.238893Z
666,88,249,74,2176786,34,2026-04-18T12:03:29.238602Z
267,63,807,55,2176786,34,2026-04-18T12:03:29.238334Z
382,83,783,55,2176786,34,2026-04-18T12:03:29.238185Z
329,60,82,80,2176786,34,2026-04-18T12:03:29.238029Z
373,63,260,51,2176786,34,2026-04-18T12:03:29.237819Z
291,57,151,46,2176786,34,2026-04-18T12:03:29.237497Z
694,45,72,49,2176786,34,2026-04-18T12:03:29.237175Z
670,48,470,40,2176786,34,2026-04-18T12:03:29.236835Z
151,46,317,45,2176786,33,2026-04-17T16:43:43.461537Z
430,144,661,91,2176786,33,2026-04-16T06:32:57.976868Z
783,55,387,69,2176786,33,2026-04-16T06:32:57.969908Z
684,51,226,54,2176786,31,2026-03-20T17:39:08.869389Z
317,45,694,45,2176786,31,2026-03-19T07:33:53.104589Z
661,91,430,143,2176786,30,2026-03-11T21:42:16.115423Z
136,71,730,54,2176786,29,2026-03-02T06:55:11.803710Z
807,56,21,75,2176786,28,2026-02-27T07:43:27.332124Z
387,68,237,67,2176786,28,2026-02-24T07:14:36.246747Z
21,75,119,84,2176786,26,2026-02-09T15:06:27.415257Z
1,59,733,50,2176786,26,2026-02-09T15:06:27.410911Z
237,67,329,58,2176786,24,2026-01-31T07:44:27.732183Z
733,50,220,49,2176786,24,2026-01-31T07:44:27.731873Z
470,40,670,50,2176786,24,2026-01-30T16:37:09.319242Z
730,55,136,67,2176786,24,2026-01-30T07:36:30.974871Z
249,72,64,87,2176786,24,2026-01-30T07:36:30.974655Z
119,83,488,71,2176786,24,2026-01-30T07:36:30.974453Z
82,78,382,83,2176786,24,2026-01-30T07:36:30.974246Z
449,95,21,72,2176786,24,2026-01-30T07:36:30.974040Z
694,45,575,45,2176786,24,2026-01-30T07:36:30.973790Z
260,52,373,59,2176786,24,2026-01-30T07:36:30.973579Z
670,50,470,40,2176786,24,2026-01-30T07:36:30.973360Z
220,49,1,59,2176786,24,2026-01-30T07:36:30.973066Z
382,83,450,80,2176786,23,2026-01-21T13:26:52.967251Z
5,67,257,51,2176786,22,2026-01-13T07:57:42.068300Z
64,87,661,90,2176786,21,2026-01-05T16:25:25.461245Z
488,70,82,76,2176786,20,2026-01-01T22:11:01.542565Z
450,81,414,88,2176786,19,2025-12-29T11:44:27.839374Z
661,89,597,64,2176786,18,2025-12-23T18:47:38.127113Z
21,71,449,92,2176786,18,2025-12-23T18:47:38.121599Z
82,75,418,64,2176786,17,2025-12-18T17:41:14.354302Z
329,55,242,51,2176786,17,2025-12-15T07:09:11.522191Z
597,64,283,78,2176786,16,2025-12-09T07:03:26.421798Z
242,51,160,61,2176786,16,2025-12-09T07:03:26.421181Z
414,86,82,75,2176786,16,2025-12-09T07:03:26.420657Z
226,53,256,58,2176786,16,2025-12-09T07:03:26.420138Z
1,60,736,56,2176786,16,2025-12-09T07:03:26.412864Z
449,90,21,68,2176786,15,2025-12-05T11:48:23.563676Z
257,51,5,63,2176786,14,2025-12-01T09:35:22.892454Z
47,69,241,60,2176786,13,2025-11-28T07:15:44.389963Z
418,64,427,55,2176786,12,2025-11-19T07:31:26.920666Z
136,62,666,90,2176786,11,2025-11-06T07:06:05.327495Z
241,60,582,65,2176786,11,2025-11-04T07:39:39.743499Z
283,77,249,75,2176786,10,2025-10-30T07:31:44.819329Z
5,63,145,44,2176786,9,2025-10-18T20:17:58.973729Z
21,65,419,68,2176786,8,2025-10-15T16:23:53.012168Z
160,59,384,76,2176786,7,2025-09-27T22:47:03.843555Z
427,56,335,45,2176786,6,2025-09-25T16:27:33.942074Z
736,56,253,50,2176786,6,2025-09-25T16:27:33.936406Z
335,45,21,65,2176786,4,2025-09-12T17:39:47.287747Z
430,141,64,89,2176786,4,2025-09-11T05:54:27.727904Z
21,65,427,56,2176786,4,2025-09-11T05:54:27.727714Z
82,74,382,84,2176786,4,2025-09-11T05:54:27.727517Z
384,77,381,145,2176786,4,2025-09-11T05:54:27.727320Z
256,55,603,45,2176786,4,2025-09-11T05:54:27.727128Z
72,46,191,40,2176786,4,2025-09-11T05:54:27.726926Z
253,50,502,50,2176786,4,2025-09-11T05:54:27.726687Z
666,90,252,44,2176786,4,2025-09-09T21:54:32.652430Z
419,67,235,104,2176786,4,2025-09-09T21:54:32.644305Z
525,77,597,67,2176786,3,2025-08-29T19:15:22.895227Z
582,66,450,81,2176786,3,2025-08-29T19:15:22.894953Z
441,45,505,55,2176786,3,2025-08-29T19:15:22.894527Z
450,81,515,75,2176786,3,2025-08-29T18:57:03.283884Z
669,60,486,70,2176786,3,2025-08-29T18:57:03.283616Z
597,67,252,45,2176786,3,2025-08-29T05:57:17.132564Z
430,141,64,90,2176786,3,2025-08-29T05:57:17.132187Z
515,75,582,65,2176786,3,2025-08-29T05:57:17.131731Z
486,70,384,75,2176786,3,2025-08-29T05:57:17.131442Z
119,80,381,145,2176786,3,2025-08-29T05:57:17.131152Z
449,90,235,105,2176786,3,2025-08-29T05:57:17.130912Z
573,45,603,45,2176786,3,2025-08-29T05:57:17.130653Z
226,50,373,60,2176786,3,2025-08-29T05:57:17.130316Z
505,55,191,40,2176786,3,2025-08-29T05:57:17.129989Z
224,61,145,45,2176786,3,2025-08-29T05:57:17.129552Z
384,75,382,85,2176786,3,2025-08-25T22:09:41.783887Z
427,56,299,65,2176786,2,2025-08-21T18:34:47.540442Z
