name,time,event
freehit,2025-08-29T05:57:01.571005Z,3
wildcard,2025-09-11T05:54:20.319169Z,4
bboost,2025-10-15T16:24:15.592480Z,8
3xc,2025-11-27T08:29:38.252019Z,13
wildcard,2026-01-30T07:36:09.479763Z,24
bboost,2026-04-16T06:33:19.125015Z,33
freehit,2026-04-18T11:31:38.543154Z,34
3xc,2026-05-05T05:49:57.800276Z,36
