h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.937134,1.31541,0.937134,1.31541,"{'att': 155, 'def': 12}","{'att': 312, 'def': 29}",8,1,1,0,0.9835,w,2024-08-24 13:30:00,1,0,0,3,-0.37827599999999995
a,1.50532,3.42266,1.50532,3.42266,"{'att': 285, 'def': 23}","{'att': 210, 'def': 14}",2,16,3,2,0.3728,w,2024-08-31 16:30:00,1,0,0,3,-1.91734
h,1.29462,0.859112,0.536839,0.859112,"{'att': 192, 'def': 22}","{'att': 482, 'def': 17}",5,4,0,0,1.7808,d,2024-09-14 13:30:00,0,1,0,1,-0.32227300000000003
a,0.841324,1.67285,0.841324,1.67285,"{'att': 148, 'def': 24}","{'att': 461, 'def': 24}",5,13,0,0,0.7297,d,2024-09-22 17:30:00,0,1,0,1,-0.831526
h,2.81593,1.07415,2.81593,0.316378,"{'att': 232, 'def': 16}","{'att': 334, 'def': 21}",13,4,4,0,2.5297,w,2024-09-28 13:30:00,1,0,0,3,2.499552
a,1.81585,1.08159,1.81585,1.08159,"{'att': 201, 'def': 29}","{'att': 249, 'def': 22}",7,6,1,0,1.933,w,2024-10-06 13:30:00,1,0,0,3,0.7342599999999999
a,2.16084,0.611288,2.16084,0.611288,"{'att': 235, 'def': 21}","{'att': 247, 'def': 31}",2,11,2,0,2.5484999999999998,w,2024-10-19 13:30:00,1,0,0,3,1.5495519999999998
h,2.69047,1.75887,2.69047,1.75887,"{'att': 342, 'def': 22}","{'att': 244, 'def': 20}",10,7,3,1,2.0217,w,2024-10-26 13:30:00,1,0,0,3,0.9316
a,0.23928,3.30102,0.23928,3.30102,"{'att': 306, 'def': 17}","{'att': 244, 'def': 22}",8,10,1,2,0.0476,l,2024-11-02 17:30:00,0,0,1,0,-3.06174
h,0.849803,1.31521,0.849803,1.31521,"{'att': 236, 'def': 30}","{'att': 363, 'def': 16}",5,2,0,0,0.9387000000000001,d,2024-11-09 17:30:00,0,1,0,1,-0.465407
a,1.72976,2.60143,1.72976,2.60143,"{'att': 342, 'def': 20}","{'att': 189, 'def': 22}",9,4,3,4,0.8438999999999999,l,2024-11-23 14:30:00,0,0,1,0,-0.8716700000000002
h,1.4486,2.69881,1.4486,2.69881,"{'att': 232, 'def': 25}","{'att': 433, 'def': 13}",7,5,1,5,0.4819,l,2024-11-30 14:30:00,0,0,1,0,-1.2502099999999998
a,1.72704,1.14963,0.969259,1.14963,"{'att': 302, 'def': 21}","{'att': 242, 'def': 19}",3,7,2,0,1.8381999999999998,w,2024-12-07 14:30:00,1,0,0,3,-0.18037099999999995
h,2.4958,0.839379,2.4958,0.839379,"{'att': 327, 'def': 24}","{'att': 254, 'def': 21}",8,3,2,1,2.4668,w,2024-12-15 18:30:00,1,0,0,3,1.656421
a,0.552564,4.35715,0.552564,4.35715,"{'att': 378, 'def': 21}","{'att': 196, 'def': 20}",4,16,1,5,0.031299999999999994,l,2024-12-20 19:30:00,0,0,1,0,-3.8045859999999996
h,2.65039,1.32687,2.65039,1.32687,"{'att': 332, 'def': 24}","{'att': 304, 'def': 30}",5,6,4,2,2.2411999999999996,w,2025-01-12 14:30:00,1,0,0,3,1.3235199999999998
a,0.710278,2.42754,0.710278,2.42754,"{'att': 355, 'def': 26}","{'att': 237, 'def': 24}",2,7,1,2,0.2411,l,2025-01-15 19:30:00,0,0,1,0,-1.717262
a,2.38567,2.75969,2.38567,2.00191,"{'att': 177, 'def': 16}","{'att': 243, 'def': 27}",20,11,3,3,1.1059999999999999,d,2025-01-18 14:30:00,0,1,0,1,0.3837600000000001
h,0.708246,2.57674,0.708246,2.57674,"{'att': 181, 'def': 18}","{'att': 314, 'def': 15}",13,5,2,2,0.2216,d,2025-01-25 14:30:00,0,1,0,1,-1.868494
a,0.237923,1.74847,0.237923,1.74847,"{'att': 198, 'def': 19}","{'att': 262, 'def': 21}",5,7,0,0,0.25070000000000003,d,2025-02-01 17:30:00,0,1,0,1,-1.5105469999999999
h,1.89601,0.72321,1.89601,0.72321,"{'att': 249, 'def': 11}","{'att': 431, 'def': 20}",5,6,2,0,2.2724,w,2025-02-09 16:30:00,1,0,0,3,1.1728
