event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,56,56,3932979,3933239,3932974,45,0,1000,0,0,13
2,71,127,729721,729737,892396,10,0,1000,0,0,8
3,73,200,195848,195854,106093,5,0,1001,0,0,17
4,53,253,9214773,9214805,677689,80,15,1003,1,0,14
5,51,304,2385748,2385910,534192,25,15,1006,0,0,8
6,75,379,610365,610469,237705,10,13,1006,2,0,18
7,50,429,8979252,8979258,768881,75,10,1006,2,0,3
8,76,505,1020756,1020821,504537,10,10,1010,0,0,19
9,73,578,297981,297981,147699,5,0,1011,1,0,0
10,86,664,727480,727524,82926,10,14,1016,3,0,8
11,46,710,2501797,2501907,60832,25,14,1019,0,0,10
12,50,760,2211550,2211655,43750,20,7,1023,1,0,15
13,44,804,2699643,2699670,47296,25,5,1024,2,0,7
14,61,865,6187523,6187614,82301,50,18,1027,1,0,5
15,60,925,2445608,2445729,64763,20,3,1033,1,0,12
16,81,1006,1086814,1086857,52016,10,8,1040,2,0,8
17,66,1072,6884585,6884613,111875,55,8,1046,0,0,14
18,53,1125,2538088,2538115,85727,25,8,1044,0,0,0
19,47,1172,3124540,3124595,62899,25,28,1036,0,0,17
20,52,1224,2921160,2921202,61612,25,24,1038,2,0,15
21,64,1288,1342103,1342148,42856,15,24,1038,0,0,18
22,39,1327,7067167,7067233,47803,60,34,1040,2,0,4
23,50,1377,3825765,3825771,33252,35,7,1039,4,0,13
24,61,1438,3875127,3875175,38849,35,7,1042,0,0,4
25,85,1519,261792,261793,23877,5,5,1045,3,4,3
26,101,1620,19072,19072,4560,1,7,1046,1,0,3
27,42,1662,7767657,7767828,6238,65,7,1046,0,0,7
28,66,1728,3209720,3209756,9753,25,2,1049,1,0,5
29,87,1815,319414,319424,2738,5,2,1050,0,0,9
30,55,1870,1871223,1871377,3141,15,2,1051,0,0,1
31,69,1939,358292,358320,1947,5,84,1051,2,0,0
32,77,2016,154591,154603,747,5,31,1038,0,0,12
33,134,2150,42342,42614,257,1,47,1039,1,0,0
34,38,2188,5343011,5343035,927,45,47,1040,0,0,9
35,57,2245,3783510,3783687,884,30,47,1042,0,0,7
36,92,2337,979770,979803,503,10,71,1044,2,0,15
37,22,2359,7197726,7197740,642,60,6,1045,3,0,11
