season_name,total_points,rank
2013/14,1676,2093157
2015/16,1916,1134849
2016/17,1675,2648927
2017/18,2239,60790
2018/19,2123,667532
2019/20,1919,2848841
2020/21,2189,984485
2021/22,2456,179931
2022/23,2433,451558
2023/24,2141,2975173
2024/25,2161,3413361
