element_in,element_in_cost,element_out,element_out_cost,entry,event,time
295,45,256,59,6943395,37,2026-05-15T17:29:33.883444Z
20,65,84,54,6943395,37,2026-05-15T17:29:33.874835Z
256,59,343,43,6943395,36,2026-05-09T09:48:36.372531Z
16,98,235,104,6943395,36,2026-05-07T01:24:01.524640Z
568,51,570,42,6943395,34,2026-04-24T17:29:37.331824Z
335,44,54,53,6943395,34,2026-04-24T17:29:37.331485Z
54,53,387,71,6943395,34,2026-04-24T16:38:29.207998Z
624,77,252,40,6943395,34,2026-04-24T16:38:29.207742Z
694,46,151,45,6943395,34,2026-04-24T12:03:29.980259Z
679,42,670,48,6943395,34,2026-04-24T12:03:29.980099Z
570,42,725,51,6943395,34,2026-04-24T12:03:29.979916Z
387,71,163,51,6943395,34,2026-04-24T12:03:29.979713Z
21,72,450,80,6943395,34,2026-04-24T12:03:29.979548Z
381,140,235,105,6943395,34,2026-04-24T12:03:29.979296Z
450,80,84,54,6943395,34,2026-04-24T01:01:32.450729Z
717,65,82,82,6943395,34,2026-04-24T01:01:32.450507Z
1,60,139,44,6943395,34,2026-04-24T01:01:32.450261Z
670,48,341,39,6943395,34,2026-04-24T01:01:32.450036Z
373,62,411,50,6943395,34,2026-04-24T01:01:32.449798Z
725,51,72,51,6943395,34,2026-04-24T01:01:32.449581Z
606,44,343,43,6943395,34,2026-04-24T01:01:32.449296Z
136,74,430,142,6943395,34,2026-04-24T01:01:32.449093Z
596,72,691,56,6943395,34,2026-04-24T01:01:32.448866Z
252,40,249,77,6943395,34,2026-04-24T01:01:32.448578Z
249,77,136,73,6943395,33,2026-04-18T06:06:02.843702Z
163,51,783,55,6943395,32,2026-04-10T17:28:26.493974Z
72,51,77,42,6943395,32,2026-04-10T17:27:15.797935Z
783,55,163,51,6943395,32,2026-04-10T17:27:15.797759Z
691,56,249,78,6943395,32,2026-04-10T17:27:15.797556Z
136,73,691,56,6943395,32,2026-04-10T16:27:21.717748Z
163,51,157,61,6943395,32,2026-04-10T16:27:21.717545Z
157,61,160,55,6943395,32,2026-04-10T14:32:27.651184Z
691,56,136,70,6943395,32,2026-04-10T14:32:27.650869Z
77,42,74,46,6943395,32,2026-04-10T13:49:49.837006Z
343,43,317,46,6943395,32,2026-04-10T13:49:49.836780Z
411,50,8,63,6943395,32,2026-04-10T13:49:49.836527Z
151,45,373,62,6943395,32,2026-04-10T13:49:49.836297Z
341,39,470,40,6943395,32,2026-04-10T13:49:49.836083Z
84,54,329,58,6943395,32,2026-04-10T13:49:49.835826Z
160,55,47,74,6943395,32,2026-04-10T13:49:49.835558Z
82,82,83,59,6943395,32,2026-04-10T13:49:49.835346Z
235,106,387,69,6943395,32,2026-04-10T13:49:49.835078Z
249,78,749,44,6943395,31,2026-03-20T17:38:54.896035Z
373,62,411,51,6943395,30,2026-03-14T13:05:51.592057Z
83,59,21,75,6943395,28,2026-02-27T18:07:37.767645Z
387,68,237,66,6943395,28,2026-02-27T14:56:41.745823Z
8,64,295,46,6943395,26,2026-02-10T17:40:00.589825Z
749,46,661,89,6943395,26,2026-02-10T17:40:00.582545Z
21,74,387,66,6943395,24,2026-01-31T07:31:04.588785Z
449,93,414,84,6943395,23,2026-01-24T10:59:30.891873Z
237,65,450,80,6943395,22,2026-01-17T10:28:13.225518Z
5,65,725,54,6943395,21,2026-01-03T19:54:21.837881Z
47,74,160,60,6943395,20,2025-12-31T18:48:47.634470Z
387,66,21,71,6943395,19,2025-12-30T17:59:51.359186Z
450,80,16,102,6943395,19,2025-12-27T22:45:55.116366Z
661,89,252,42,6943395,18,2025-12-25T22:55:41.003141Z
21,71,449,91,6943395,18,2025-12-22T22:35:52.481756Z
329,55,242,50,6943395,17,2025-12-15T23:59:32.984358Z
411,52,192,40,6943395,16,2025-12-13T12:35:56.881004Z
725,54,232,42,6943395,16,2025-12-12T22:08:18.489881Z
252,42,283,77,6943395,16,2025-12-12T01:08:06.068983Z
317,46,256,59,6943395,16,2025-12-12T01:08:06.063768Z
136,68,249,74,6943395,16,2025-12-06T23:01:11.471323Z
414,82,82,73,6943395,15,2025-12-04T23:09:48.646387Z
139,44,565,50,6943395,14,2025-12-02T17:30:28.221438Z
53,51,50,53,6943395,13,2025-11-29T13:17:02.330815Z
36,46,192,40,6943395,13,2025-11-29T13:03:43.575165Z
50,53,48,59,6943395,13,2025-11-29T13:03:43.574829Z
256,59,373,60,6943395,13,2025-11-29T12:47:01.877550Z
541,40,694,42,6943395,13,2025-11-29T09:39:26.127260Z
384,75,120,70,6943395,13,2025-11-29T09:39:26.126883Z
252,42,100,46,6943395,13,2025-11-28T21:32:26.325083Z
373,60,36,46,6943395,13,2025-11-28T21:32:26.324770Z
36,46,568,54,6943395,13,2025-11-28T14:56:29.989638Z
