event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,76,76,400600,448955,400600,5,0,1000,0,0,0
2,45,121,7089734,7179799,1551969,70,0,1002,0,0,11
3,61,182,1399112,1445078,682370,15,0,1006,0,0,11
4,63,245,5927176,6013620,1150573,55,0,1008,0,0,12
5,62,307,382465,406093,431083,5,0,1012,0,0,13
6,77,384,485871,487755,170287,5,12,1011,4,0,4
7,72,456,2863727,2936288,171837,25,12,1013,0,0,3
8,63,519,4221537,4255200,246925,35,0,1016,2,0,13
9,41,560,7627870,7753862,386796,65,0,1017,0,0,16
10,88,648,436499,456532,198943,5,0,1016,0,0,6
11,49,697,1653417,1729991,130043,15,0,1018,0,0,3
12,62,759,525663,526497,46557,5,11,1016,4,0,13
13,72,831,71387,80962,7626,1,11,1017,0,0,5
14,70,901,3279359,3329073,8881,30,17,1017,1,0,7
15,62,963,1993094,2023546,6134,20,8,1019,1,0,19
16,79,1042,1417025,1449395,6233,15,38,1023,5,0,2
17,99,1141,389584,399465,2093,5,33,1029,1,0,8
18,59,1196,1310018,1327624,1316,15,6,1032,2,4,8
19,25,1217,12086581,12093166,5368,100,33,1031,2,4,9
20,55,1272,2123041,2155891,4884,20,19,1031,1,0,5
21,50,1322,5961038,6000159,7253,50,8,1032,1,0,14
22,28,1350,11751777,11781540,15715,95,23,1032,1,0,11
23,68,1418,356458,359135,3489,5,14,1031,1,0,5
24,66,1484,2452933,2483042,3514,20,6,1033,1,0,5
25,70,1554,2320236,2423763,3766,20,6,1036,0,0,7
26,83,1637,545057,554190,1752,5,31,1034,2,0,13
27,61,1698,1025380,1077429,794,10,31,1033,0,0,14
28,85,1783,387836,399096,449,5,45,1032,2,0,2
29,59,1842,4969055,5072396,632,40,45,1035,0,0,2
30,79,1921,18446,19387,179,1,34,1035,1,0,17
31,65,1986,757459,768967,151,10,0,1038,1,0,2
32,66,2052,950357,1008501,95,10,15,1029,0,0,12
33,123,2175,208856,212452,52,5,11,1031,1,0,0
34,58,2233,1185939,1256236,59,10,11,1031,0,0,7
35,59,2292,3095859,3230499,49,25,11,1034,0,0,14
36,85,2377,2142858,2168330,41,20,1,1038,2,0,14
37,20,2397,7914160,7930847,76,65,4,1042,2,0,18
