season_name,total_points,rank
2017/18,1778,2985065
2018/19,2100,847029
2019/20,2334,21129
2020/21,2283,437872
2021/22,2414,272910
2022/23,2412,575135
2023/24,2345,676801
2024/25,2355,931530
