season_name,total_points,rank
2011/12,1058,2621707
2012/13,1822,892593
2013/14,1790,1757428
2014/15,1820,1005429
2015/16,2100,224060
2016/17,1695,2521356
2017/18,1843,2473370
2018/19,2435,2472
2019/20,2178,395530
2020/21,2303,351953
2021/22,2506,98395
2022/23,2527,101413
2023/24,2528,39532
2024/25,2673,479
