season_name,total_points,rank
2008/09,1756,376649
2009/10,2127,163381
2010/11,1904,278900
2011/12,1971,226673
2012/13,2142,34967
2013/14,2250,165441
2014/15,1928,459399
2015/16,1961,865525
2016/17,2080,295528
2017/18,1989,1267133
2018/19,2270,97231
2019/20,2151,545134
2020/21,2237,676557
2021/22,2315,594244
2022/23,2555,50615
2023/24,2477,117780
2024/25,2531,65404
