element_in,element_in_cost,element_out,element_out_cost,entry,event,time
666,90,691,57,5076096,37,2026-05-12T13:40:07.049102Z
5,73,256,59,5076096,37,2026-05-12T13:40:07.039585Z
16,99,235,104,5076096,36,2026-05-08T07:51:12.451665Z
256,59,224,60,5076096,36,2026-05-08T07:51:12.444288Z
730,53,624,77,5076096,34,2026-04-24T15:15:49.832775Z
21,72,783,55,5076096,34,2026-04-24T15:15:49.832546Z
717,65,384,73,5076096,34,2026-04-24T15:15:49.832329Z
382,83,84,54,5076096,34,2026-04-24T15:15:49.832035Z
596,72,136,74,5076096,34,2026-04-24T15:08:44.944262Z
384,73,82,82,5076096,34,2026-04-24T15:00:35.431499Z
64,87,691,56,5076096,34,2026-04-24T14:04:32.414916Z
136,74,249,76,5076096,34,2026-04-24T14:04:32.414639Z
381,140,235,105,5076096,34,2026-04-23T13:41:20.189132Z
624,77,430,142,5076096,34,2026-04-23T13:41:00.250542Z
447,37,411,50,5076096,34,2026-04-23T13:33:16.270757Z
568,51,343,43,5076096,34,2026-04-23T13:33:16.270339Z
373,62,224,60,5076096,34,2026-04-23T13:33:16.269917Z
5,71,151,45,5076096,34,2026-04-23T13:33:16.269545Z
606,44,72,48,5076096,34,2026-04-23T13:33:16.269123Z
679,42,341,39,5076096,34,2026-04-23T13:33:16.268651Z
1,60,139,45,5076096,34,2026-04-23T13:33:16.267945Z
224,60,5,68,5076096,33,2026-04-17T21:12:15.908685Z
343,43,373,61,5076096,32,2026-04-10T13:18:25.361045Z
84,54,329,59,5076096,32,2026-04-06T14:31:10.399232Z
783,55,485,73,5076096,32,2026-04-06T14:29:24.688589Z
341,39,470,40,5076096,32,2026-04-06T14:12:32.189130Z
235,106,237,64,5076096,32,2026-04-06T14:11:09.175004Z
139,45,1,57,5076096,32,2026-04-06T14:11:09.174755Z
691,56,136,72,5076096,32,2026-04-05T21:02:59.091071Z
411,50,473,53,5076096,32,2026-04-05T21:02:59.090803Z
249,78,661,90,5076096,32,2026-04-05T21:00:28.774194Z
82,82,47,75,5076096,32,2026-04-04T20:54:17.195527Z
485,73,21,74,5076096,31,2026-03-19T20:13:08.245060Z
136,71,249,76,5076096,28,2026-02-27T16:19:26.712381Z
373,60,226,56,5076096,28,2026-02-27T16:19:26.705291Z
249,75,252,42,5076096,26,2026-02-07T19:42:33.349229Z
21,75,16,99,5076096,25,2026-02-06T15:28:30.664132Z
47,77,414,82,5076096,24,2026-01-31T12:37:34.335277Z
449,92,488,70,5076096,23,2026-01-24T01:26:06.817921Z
226,55,411,52,5076096,23,2026-01-22T23:11:59.899314Z
237,64,450,80,5076096,22,2026-01-15T22:19:02.760254Z
5,64,373,59,5076096,20,2026-01-02T11:50:52.322615Z
473,52,8,63,5076096,19,2025-12-29T18:23:07.994083Z
450,79,449,92,5076096,18,2025-12-22T01:22:26.402380Z
661,87,136,70,5076096,18,2025-12-21T01:20:21.664861Z
329,57,160,60,5076096,18,2025-12-21T01:20:21.657369Z
411,52,256,57,5076096,16,2025-12-13T00:02:32.104955Z
488,68,517,53,5076096,16,2025-12-07T00:50:17.005717Z
449,90,119,83,5076096,16,2025-12-06T20:51:55.647993Z
136,68,283,78,5076096,16,2025-12-06T20:29:34.941164Z
151,44,575,46,5076096,15,2025-12-06T00:53:05.854402Z
517,53,267,66,5076096,14,2025-12-01T23:37:52.250222Z
414,80,82,76,5076096,14,2025-11-29T23:46:54.398393Z
120,70,160,60,5076096,13,2025-11-28T21:30:31.574966Z
72,50,373,60,5076096,13,2025-11-28T21:30:31.574650Z
136,65,283,78,5076096,13,2025-11-28T21:29:15.246991Z
384,75,267,66,5076096,13,2025-11-28T21:29:15.246685Z
47,69,119,83,5076096,13,2025-11-28T21:29:15.246323Z
414,80,82,76,5076096,13,2025-11-28T21:29:15.246004Z
381,142,16,100,5076096,13,2025-11-28T21:29:15.245673Z
113,45,575,46,5076096,13,2025-11-28T21:29:15.245295Z
411,51,72,47,5076096,13,2025-11-28T21:29:15.245032Z
36,46,8,62,5076096,13,2025-11-28T21:29:15.244699Z
32,50,1,57,5076096,13,2025-11-28T21:29:15.244320Z
8,61,5,63,5076096,12,2025-11-18T20:57:51.702315Z
267,65,582,67,5076096,10,2025-10-30T21:28:26.465215Z
119,81,414,81,5076096,10,2025-10-27T00:18:55.412442Z
252,42,249,75,5076096,10,2025-10-26T22:44:00.126378Z
16,100,427,56,5076096,10,2025-10-26T22:44:00.119396Z
160,59,419,68,5076096,7,2025-10-03T16:21:54.184151Z
414,81,384,76,5076096,6,2025-09-26T17:38:50.647383Z
582,66,267,65,5076096,4,2025-09-06T16:13:31.577650Z
419,67,119,80,5076096,4,2025-09-06T16:13:31.577276Z
82,73,211,45,5076096,4,2025-09-01T20:34:29.908959Z
72,45,610,44,5076096,4,2025-09-01T20:34:29.908687Z
256,55,402,60,5076096,4,2025-09-01T20:34:29.908350Z
119,80,235,105,5076096,3,2025-08-29T21:47:57.952907Z
373,60,370,60,5076096,2,2025-08-21T17:16:27.199241Z
