season_name,total_points,rank
2007/08,2060,94815
2008/09,1864,148390
2009/10,1865,805306
2010/11,1920,236238
2011/12,2065,71717
2012/13,2175,20211
2013/14,2232,207291
2014/15,1963,324534
2015/16,2108,198735
2016/17,2291,13714
2017/18,1936,1712645
2018/19,1875,3364521
2019/20,2010,1784716
2020/21,1796,4524912
2021/22,1859,4189979
2022/23,1850,7005323
2023/24,1826,6901086
2024/25,1817,7333153
