event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,69,69,1090649,1092375,1090649,15,15,1000,0,0,7
2,46,111,7043658,7043810,3401217,70,0,1002,2,4,8
3,61,172,1399112,1399766,1559481,15,0,1006,0,0,9
4,69,241,3860408,3861858,1481856,35,1,1004,0,0,16
5,53,294,1811822,1813588,1003046,20,1,1009,0,0,22
6,86,380,103449,103667,224804,1,24,1011,2,0,7
7,87,467,390241,390531,80515,5,1,1014,1,0,9
8,95,562,57628,57736,11224,1,1,1023,0,0,12
9,41,603,7884859,7886042,27830,65,1,1025,1,0,6
10,85,688,746226,746679,16018,10,1,1030,0,0,6
11,43,731,3887597,3889083,13824,35,1,1034,1,0,2
12,61,792,572344,572705,4307,5,5,1033,1,0,3
13,72,864,84658,84676,486,1,3,1032,2,0,0
14,87,951,360366,360476,165,5,25,1032,2,0,2
15,60,1011,2445608,2446843,149,20,0,1036,1,0,11
16,79,1090,1362983,1363449,167,15,3,1040,2,0,3
17,69,1159,6227450,6228119,539,50,15,1048,1,0,7
18,42,1201,7450563,7450763,904,60,34,1049,4,0,14
19,39,1240,7066388,7068030,1113,60,47,1051,1,0,6
20,63,1303,799536,800057,591,10,42,1053,1,0,3
21,57,1360,3196413,3198088,606,30,42,1054,0,0,9
22,51,1411,1983716,1984270,354,20,58,1054,1,0,10
23,38,1449,8775259,8777128,453,70,17,1043,0,0,13
24,66,1515,2287588,2288702,450,20,17,1049,0,0,6
25,69,1584,2821430,2822886,572,25,14,1054,1,0,5
26,79,1663,873288,873813,335,10,14,1059,0,0,17
27,43,1706,7688321,7689018,460,60,54,1059,2,0,7
28,73,1779,1812735,1813593,558,15,31,1060,2,0,2
29,55,1834,6312677,6313538,976,50,5,1060,1,0,35
30,66,1900,342065,342408,593,5,58,1065,1,0,6
31,69,1969,350616,350940,362,5,71,1066,1,0,2
32,61,2030,1835427,1836628,328,15,71,1069,0,0,7
33,103,2133,850640,851627,706,10,71,1065,0,0,26
34,32,2165,7599588,7599755,3033,60,73,1062,2,0,0
35,72,2237,601340,601482,1359,5,4,1064,2,0,10
36,89,2326,1381926,1382535,941,15,1,1063,1,0,0
37,28,2354,4906980,4907833,834,40,3,1064,1,0,28
