h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.67186,3.24821,1.67186,3.24821,"{'att': 243, 'def': 22}","{'att': 239, 'def': 11}",8,7,1,2,0.5233,l,2023-08-19 13:30:00,0,0,1,0,-1.57635
a,2.75768,2.72999,1.99991,1.97221,"{'att': 116, 'def': 18}","{'att': 280, 'def': 16}",4,8,3,2,1.4165,w,2023-08-26 13:30:00,1,0,0,3,0.027700000000000058
h,1.78689,1.4154,1.78689,1.4154,"{'att': 326, 'def': 12}","{'att': 198, 'def': 15}",4,11,3,1,1.6682000000000001,w,2023-09-02 13:30:00,1,0,0,3,0.3714900000000001
a,1.06988,1.19432,1.06988,1.19432,"{'att': 201, 'def': 16}","{'att': 170, 'def': 30}",4,9,3,1,1.2799,w,2023-09-16 13:30:00,1,0,0,3,-0.1244400000000001
a,2.15364,1.62442,1.39586,1.62442,"{'att': 240, 'def': 24}","{'att': 237, 'def': 17}",3,5,2,0,1.8018999999999998,w,2023-09-23 13:30:00,1,0,0,3,-0.22855999999999987
h,1.85129,1.69401,1.09352,1.69401,"{'att': 201, 'def': 24}","{'att': 210, 'def': 13}",14,2,1,3,1.476,l,2023-09-29 18:30:00,0,0,1,0,-0.60049
a,1.52805,1.03064,1.52805,1.03064,"{'att': 245, 'def': 22}","{'att': 287, 'def': 26}",8,6,3,2,1.7818,w,2023-10-07 16:30:00,1,0,0,3,0.4974099999999999
h,1.13281,2.13235,1.13281,2.13235,"{'att': 308, 'def': 17}","{'att': 307, 'def': 12}",6,12,1,3,0.6780999999999999,l,2023-10-21 13:30:00,0,0,1,0,-0.9995400000000001
a,1.74412,3.15109,0.986341,2.39332,"{'att': 355, 'def': 13}","{'att': 118, 'def': 18}",1,13,3,2,0.4707,w,2023-10-28 13:30:00,1,0,0,3,-1.4069790000000002
h,1.27214,1.05046,1.27214,1.05046,"{'att': 331, 'def': 11}","{'att': 306, 'def': 14}",4,12,2,3,1.5462000000000002,l,2023-11-04 14:30:00,0,0,1,0,0.2216800000000001
a,0.897413,0.937133,0.897413,0.937133,"{'att': 148, 'def': 19}","{'att': 362, 'def': 24}",5,7,1,1,1.3245999999999998,d,2023-11-11 14:30:00,0,1,0,1,-0.03971999999999998
h,0.7002,1.96701,0.7002,1.20923,"{'att': 224, 'def': 22}","{'att': 278, 'def': 26}",12,15,1,1,0.4357,d,2023-11-26 16:30:00,0,1,0,1,-0.50903
a,1.33696,1.60234,1.33696,0.844565,"{'att': 281, 'def': 24}","{'att': 276, 'def': 15}",8,8,1,2,1.0988,l,2023-12-02 14:30:00,0,0,1,0,0.4923949999999999
h,2.27533,1.82523,2.27533,1.82523,"{'att': 283, 'def': 25}","{'att': 193, 'def': 25}",7,6,3,1,1.6655999999999997,w,2023-12-08 19:30:00,1,0,0,3,0.45009999999999994
a,1.04243,2.91669,1.04243,2.91669,"{'att': 291, 'def': 16}","{'att': 242, 'def': 17}",5,18,1,3,0.27790000000000004,l,2023-12-16 17:30:00,0,0,1,0,-1.87426
h,2.81806,0.952662,2.06028,0.952662,"{'att': 323, 'def': 11}","{'att': 230, 'def': 21}",7,7,3,3,2.6078,d,2023-12-19 19:30:00,0,1,0,1,1.107618
a,1.61888,3.4164,1.61888,3.4164,"{'att': 257, 'def': 11}","{'att': 266, 'def': 33}",6,25,0,3,0.4442,l,2024-01-12 19:30:00,0,0,1,0,-1.7975199999999998
a,1.76349,2.47971,1.76349,2.47971,"{'att': 204, 'def': 17}","{'att': 249, 'def': 27}",9,10,2,3,0.8965000000000001,l,2024-01-20 14:30:00,0,0,1,0,-0.7162199999999999
h,3.23703,1.10065,2.47926,1.10065,"{'att': 137, 'def': 27}","{'att': 363, 'def': 16}",20,3,1,1,2.6711000000000005,d,2024-01-27 14:30:00,0,1,0,1,1.3786100000000001
a,1.93269,1.60418,1.93269,0.846404,"{'att': 185, 'def': 26}","{'att': 245, 'def': 14}",12,11,2,2,1.5720999999999998,d,2024-02-04 14:30:00,0,1,0,1,1.0862859999999999
h,0.726907,0.172441,0.726907,0.172441,"{'att': 208, 'def': 25}","{'att': 334, 'def': 18}",8,3,1,1,1.8536000000000001,d,2024-02-11 16:30:00,0,1,0,1,0.5544659999999999
h,1.24508,2.1649,1.24508,2.1649,"{'att': 181, 'def': 20}","{'att': 396, 'def': 16}",13,5,0,1,0.6834,l,2024-02-17 14:30:00,0,0,1,0,-0.9198199999999999
a,1.31588,3.06361,1.31588,3.06361,"{'att': 383, 'def': 17}","{'att': 140, 'def': 16}",1,12,3,2,0.3891,w,2024-02-25 16:30:00,1,0,0,3,-1.7477300000000002
h,2.06582,1.34942,2.06582,1.34942,"{'att': 275, 'def': 19}","{'att': 257, 'def': 20}",12,6,2,1,1.9092,w,2024-03-03 16:30:00,1,0,0,3,0.7163999999999999
a,0.695868,3.53168,0.695868,3.53168,"{'att': 319, 'def': 18}","{'att': 199, 'def': 27}",2,15,1,3,0.1026,l,2024-03-10 16:30:00,0,0,1,0,-2.835812
h,0.229186,3.1752,0.229186,3.1752,"{'att': 291, 'def': 25}","{'att': 226, 'def': 21}",3,14,0,3,0.0598,l,2024-03-16 17:30:00,0,0,1,0,-2.946014
a,0.657688,3.03672,0.657688,3.03672,"{'att': 209, 'def': 6}","{'att': 191, 'def': 22}",8,29,1,2,0.1651,l,2024-03-30 14:30:00,0,0,1,0,-2.3790319999999996
h,2.21977,0.806763,2.21977,0.806763,"{'att': 202, 'def': 14}","{'att': 283, 'def': 32}",5,8,3,1,2.3938,w,2024-04-07 13:30:00,1,0,0,3,1.413007
a,0.529727,2.58388,0.529727,2.58388,"{'att': 163, 'def': 21}","{'att': 195, 'def': 17}",0,8,1,4,0.16899999999999998,l,2024-04-13 13:30:00,0,0,1,0,-2.0541530000000003
h,2.77278,1.36369,2.77278,1.36369,"{'att': 251, 'def': 20}","{'att': 312, 'def': 12}",14,4,4,3,2.2674000000000003,w,2024-04-20 13:30:00,1,0,0,3,1.40909
a,1.28293,3.91029,1.28293,3.91029,"{'att': 132, 'def': 17}","{'att': 214, 'def': 22}",0,8,2,3,0.16959999999999997,l,2024-04-26 18:30:00,0,0,1,0,-2.62736
h,1.80367,1.03434,1.80367,1.03434,"{'att': 312, 'def': 16}","{'att': 299, 'def': 8}",10,5,1,1,1.9387,d,2024-05-03 18:30:00,0,1,0,1,0.7693300000000001
a,3.67135,0.467229,3.67135,0.467229,"{'att': 263, 'def': 12}","{'att': 485, 'def': 19}",9,2,6,0,2.9271000000000003,w,2024-05-12 13:30:00,1,0,0,3,3.2041209999999998
h,2.44188,1.69159,2.44188,1.69159,"{'att': 346, 'def': 24}","{'att': 253, 'def': 19}",12,8,4,2,1.9072999999999998,w,2024-05-18 13:30:00,1,0,0,3,0.7502899999999999
