event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,57,57,3654199,3713477,3654196,40,5,1000,0,0,4
2,56,113,3723096,3744828,2933071,35,0,1001,1,0,6
3,61,174,1399112,1411763,1329367,15,0,1001,0,0,6
4,83,257,714713,726213,502919,10,7,998,0,0,19
5,71,328,49531,50740,77221,1,7,1007,0,0,19
6,75,403,566435,571193,35901,5,7,1012,0,0,9
7,100,503,25819,26125,3188,1,0,1015,2,0,0
8,71,574,1989324,1997073,3722,20,8,1025,2,0,10
9,39,613,8476092,8509564,12567,70,8,1029,0,0,7
10,91,704,276417,278572,4510,5,9,1028,2,0,18
11,55,759,638099,647575,1295,10,9,1028,0,0,4
12,47,806,3070864,3081531,1298,25,15,1027,2,0,10
13,34,840,6447431,6465867,3815,55,4,1025,1,0,9
14,97,937,47848,48462,556,1,4,1025,0,0,7
15,62,999,1993094,2004462,412,20,15,1028,1,0,17
16,70,1069,3243357,3250785,908,30,8,1024,4,0,12
17,85,1154,2046641,2055359,785,20,10,1024,2,0,8
18,45,1199,5612086,5644581,1028,45,10,1028,0,0,15
19,55,1254,1070700,1082603,375,10,10,1027,0,0,4
20,57,1311,1739528,1745750,315,15,10,1027,2,0,7
21,63,1374,1721120,1729676,221,15,5,1027,2,0,14
22,37,1411,7720686,7761973,342,65,5,1031,0,0,18
23,48,1459,4515786,4530999,220,40,2,1031,1,0,19
24,59,1518,4933414,4945077,377,40,45,1028,2,0,3
25,73,1591,1678954,1692955,367,15,77,1032,1,0,12
26,69,1660,3046617,3059231,402,25,5,1035,1,0,7
27,53,1713,2812957,2840047,295,25,5,1034,0,0,15
28,77,1790,1186773,1194687,279,10,3,1030,2,0,1
29,56,1846,5810778,5838541,473,50,3,1031,0,0,2
30,65,1911,432235,434925,309,5,17,1030,2,0,15
31,61,1972,1269189,1290775,304,10,45,1030,0,0,13
32,65,2037,1095205,1114391,237,10,45,1034,0,0,6
33,108,2145,630918,632597,345,5,5,1028,2,0,0
34,59,2204,1051813,1078260,376,10,5,1030,0,0,0
35,57,2261,4114018,4120307,361,35,6,1035,2,0,7
36,76,2337,4248312,4257560,512,35,3,1036,1,0,4
37,20,2357,7877360,7889702,713,65,9,1037,1,0,16
